"bbref_id","season","age","team","league","position","games_played","minutes_played","PER","TS_perc","three_point_rate","FTr","ORB_perc","DRB_perc","TRB_perc","AST_perc","STL_perc","BLK_perc","TOV_perc","USG_perc","OWS","DWS","WS","WS_per_48","OBPM","DBPM","BPM","VORP","team_flag"
"hendege02","2016",28,"POR","NBA","SG",72,1431,12.9,0.526,0.257,0.276,2.3,13.7,8,8.2,1.4,1,10.3,20.2,1,1,2,0.068,-1.9,-1.4,-3.3,-0.5,TRUE
"hendege02","2017",29,"PHI","NBA","SG",72,1667,10.8,0.529,0.313,0.298,2.2,10,6.1,10.5,1.2,0.7,9,17.9,1,1,2,0.059,-1.8,-1.3,-3.1,-0.5,TRUE
"henrymy01","2018",25,"MEM","NBA","SF",20,378,9.7,0.472,0.532,0.092,3,8.8,5.8,8.9,4.1,1.5,14.4,15.7,-0.3,0.4,0.1,0.017,-2.3,1.1,-1.3,0.1,TRUE
"henryxa01","2011",19,"MEM","NBA","SG",38,527,7,0.451,0.106,0.325,2,6.4,4.2,5,1.1,0.5,6.6,16.8,-0.1,0.3,0.2,0.021,-3.9,-2.1,-6,-0.5,TRUE
"henryxa01","2012",20,"NOH","NBA","SG",45,759,9.2,0.45,0.075,0.373,3.8,12.7,8.3,7.6,1.9,0.9,11.7,18.7,-0.4,0.7,0.2,0.015,-4.2,-0.5,-4.6,-0.5,TRUE
"henryxa01","2013",21,"NOH","NBA","SF",50,625,7.6,0.481,0.068,0.571,3.9,13.4,8.6,3.2,1.4,0.7,13.3,17.3,-0.2,0.2,0,0.002,-4.6,-2.1,-6.6,-0.7,TRUE
"henryxa01","2014",22,"LAL","NBA","SF",43,908,12.3,0.511,0.235,0.513,2.9,10.5,6.7,8.8,2.4,0.6,11.9,23.1,-0.1,0.5,0.3,0.017,-2.2,-1.4,-3.6,-0.4,TRUE
"henryxa01","2015",23,"LAL","NBA","SF",9,86,4.9,0.424,0,1.846,2.5,2.7,2.6,4.8,1.8,0,11.3,13.7,-0.1,0,-0.1,-0.03,-5.5,-2.4,-7.9,-0.1,TRUE
"hensojo01","2013",22,"MIL","NBA","PF",63,827,18.2,0.497,0.009,0.313,14.5,24.4,19.3,6.3,1.2,3.7,11,22.6,0.6,1.2,1.9,0.109,-2.6,-0.2,-2.9,-0.2,TRUE
"hensojo01","2014",23,"MIL","NBA","PF",70,1856,17.9,0.543,0.002,0.277,10.2,20.8,15.3,10.9,1.2,5.1,13.7,20.3,1.7,1.5,3.3,0.084,-1,1.4,0.3,1.1,TRUE
"hensojo01","2015",24,"MIL","NBA","C",67,1228,18,0.578,0,0.396,11.7,17.4,14.5,7.8,1.2,9.3,17.6,18.1,1.3,2.4,3.6,0.142,-1.9,4.6,2.7,1.4,TRUE
"hensojo01","2016",25,"MIL","NBA","C",57,960,18.6,0.58,0.003,0.402,10.4,15.8,13.2,9,1,9.7,15.7,19.1,1.2,1.1,2.3,0.117,-1.5,3.1,1.6,0.9,TRUE
"hensojo01","2017",26,"MIL","NBA","C",58,1123,15.3,0.55,0.003,0.346,9.6,20.8,15.3,7.7,1.3,6.1,12.7,16.6,1.2,1.6,2.7,0.116,-2.5,2.5,-0.1,0.6,TRUE
"hensojo01","2018",27,"MIL","NBA","C",76,1970,15.7,0.582,0.014,0.315,9,21.5,15.3,8.6,1.1,4.7,12.8,15,2.8,2.2,4.9,0.12,-1.4,1.8,0.4,1.2,TRUE
"hensojo01","2019",28,"MIL","NBA","C",14,188,17.1,0.553,0.463,0.149,9.2,28,19.2,10.1,1.7,4.9,14.4,18.6,0.1,0.4,0.6,0.146,-1.8,3.1,1.3,0.2,TRUE
"hernaju01","2017",21,"DEN","NBA","PF",62,842,13.4,0.592,0.504,0.339,5.7,18.7,12.3,4.7,1.7,1.1,10.7,14.6,1.2,0.6,1.8,0.104,-0.1,-1.2,-1.3,0.1,TRUE
"hernaju01","2018",22,"DEN","NBA","PF",25,277,9.7,0.511,0.667,0.16,7.4,14.6,11,5.9,1.1,0.9,10.1,14,0.2,0.1,0.4,0.061,-1.1,-2.2,-3.3,-0.1,TRUE
"hernaju01","2019",23,"DEN","NBA","PF",70,1358,11,0.58,0.576,0.274,5.1,16.1,10.6,5.3,1,1.6,9.5,12.2,1.6,1.4,3,0.105,-0.9,0,-0.9,0.4,TRUE
"hernawi01","2017",22,"NYK","NBA","C",72,1324,19,0.564,0.032,0.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,1.8,1.6,3.4,0.123,-0.6,0.6,0,0.7,TRUE
"hernawi01","2018",23,"TOT","NBA","C",48,495,21.2,0.604,0.073,0.549,13.3,27.2,20.2,10.5,1.8,2.7,14.7,21,1.1,0.7,1.8,0.174,0.1,0.8,0.9,0.4,TRUE
"hernawi01","2018",23,"NYK","NBA","C",26,233,16.9,0.595,0.062,0.346,10.5,21.3,15.9,14.3,1.7,2.6,21.8,22.4,0.1,0.3,0.3,0.069,-1.5,0.8,-0.6,0.1,FALSE
"hernawi01","2018",23,"CHO","NBA","C",22,262,25,0.612,0.084,0.747,15.8,32.4,24,7.1,1.9,2.9,7.5,19.7,1,0.4,1.5,0.266,1.4,0.8,2.2,0.3,FALSE
"hernawi01","2019",24,"CHO","NBA","C",58,812,20.4,0.587,0.132,0.488,15.3,26.3,20.7,11.5,1,2.1,13.9,22.1,1.8,0.8,2.6,0.153,0.2,-0.4,-0.2,0.4,TRUE
"herrmwa01","2007",27,"CHA","NBA","PF",48,936,16.1,0.625,0.348,0.161,3.4,14.5,8.8,5,0.9,0.6,8.3,18.7,1.8,0.6,2.4,0.125,1.1,-2.4,-1.3,0.2,TRUE
"herrmwa01","2008",28,"TOT","NBA","PF",45,373,13.2,0.494,0.444,0.174,6.9,16.1,11.5,8,1,0.2,7.2,20.8,0.3,0.4,0.7,0.086,-0.7,-2.8,-3.5,-0.1,TRUE
"herrmwa01","2008",28,"CHA","NBA","PF",17,174,12.1,0.49,0.4,0.154,6.6,17.3,11.9,3.8,1.2,0,5.4,19.3,0.1,0.1,0.2,0.061,-2.1,-3.7,-5.8,-0.2,FALSE
"herrmwa01","2008",28,"DET","NBA","PF",28,199,14,0.496,0.481,0.19,7.2,15.1,11.1,11.6,0.8,0.4,8.5,22.2,0.2,0.2,0.4,0.108,0.5,-2,-1.6,0,FALSE
"herrmwa01","2009",29,"DET","NBA","SF",59,630,11.4,0.514,0.58,0.121,5.2,15.1,10.1,5.6,0.6,0.5,7.2,17.8,0.5,0.5,1,0.074,-0.6,-2.6,-3.2,-0.2,TRUE
"hezonma01","2016",20,"ORL","NBA","SF",79,1413,9.4,0.541,0.459,0.129,2.2,11.8,6.9,11.2,1.4,1,18,16.9,-0.1,1,0.9,0.029,-1.9,-0.9,-2.8,-0.3,TRUE
"hezonma01","2017",21,"ORL","NBA","SF",65,960,7.2,0.45,0.436,0.152,2.2,14.7,8.3,9.6,1.5,1.3,14.1,18.8,-1.4,0.8,-0.7,-0.033,-4.8,-0.9,-5.7,-0.9,TRUE
"hezonma01","2018",22,"ORL","NBA","SF",75,1657,13.7,0.544,0.433,0.17,2.7,16.1,9.3,10,2.4,1.5,11.5,19.9,0.5,1.8,2.3,0.066,-1,0.2,-0.8,0.5,TRUE
"hezonma01","2019",23,"NYK","NBA","SF",58,1206,10.8,0.497,0.328,0.246,2.4,18.7,10.4,11.5,2.3,0.6,14.6,21.3,-1.1,1.1,-0.1,-0.003,-3.6,-0.4,-4,-0.6,TRUE
"hibbero01","2009",22,"IND","NBA","C",70,1009,16.1,0.51,0,0.35,12.4,14.1,13.3,7.9,1,5.6,10.2,23.3,1,1.2,2.1,0.102,-1.9,0.5,-1.3,0.2,TRUE
"hibbero01","2010",23,"IND","NBA","C",81,2035,16.2,0.537,0.008,0.286,9.4,15.5,12.4,13.5,0.7,4.6,14.1,22.2,1.6,2.5,4.1,0.098,-1.4,1.8,0.3,1.2,TRUE
"hibbero01","2011",24,"IND","NBA","C",81,2244,15.9,0.507,0.004,0.309,9.1,21,15.1,12.8,0.7,4.6,15.5,23.6,0.3,3.3,3.6,0.077,-2.5,2.3,-0.2,1,TRUE
"hibbero01","2012",25,"IND","NBA","C",65,1937,19.3,0.539,0.001,0.358,12.5,20.7,16.6,9.9,0.9,5.2,14.2,21.1,3.2,3,6.2,0.154,0.5,2.4,3,2.4,TRUE
"hibbero01","2013",26,"IND","NBA","C",79,2269,17.3,0.489,0.005,0.261,14.8,17.4,16.1,8.9,0.9,6.7,14.5,22.5,1.3,4.9,6.1,0.129,-1.9,3.8,1.9,2.2,TRUE
"hibbero01","2014",27,"IND","NBA","C",81,2409,13.5,0.499,0.007,0.357,9.9,15,12.5,6.2,0.6,5.7,14.5,19.4,0.5,5,5.4,0.108,-3.4,3.3,-0.2,1.1,TRUE
"hibbero01","2015",28,"IND","NBA","C",76,1926,15.4,0.501,0.003,0.287,9,21.9,15.5,7.4,0.5,5.1,11.8,21.3,1,3.2,4.2,0.105,-3.1,2.1,-1,0.5,TRUE
"hibbero01","2016",29,"LAL","NBA","C",81,1878,11.2,0.507,0.005,0.353,7.3,15.8,11.4,8,0.9,4.6,13.8,12.9,1.1,1,2.2,0.056,-3.1,1.8,-1.3,0.3,TRUE
"hibbero01","2017",30,"TOT","NBA","C",48,682,13.5,0.614,0,0.51,8.7,15.9,12.3,4.6,0.6,5.9,15.1,14,1,0.8,1.8,0.129,-2.9,1.8,-1.1,0.2,TRUE
"hibbero01","2017",30,"CHO","NBA","C",42,671,13.5,0.613,0,0.521,8.6,16,12.3,4.5,0.6,5.8,14.9,14,1,0.8,1.8,0.129,-2.9,1.8,-1.1,0.1,FALSE
"hibbero01","2017",30,"DEN","NBA","C",6,11,16.3,0.667,0,0,10.1,10,10,13.5,0,14.1,25,15.5,0,0,0,0.119,-1.9,5.1,3.2,0,FALSE
"hicksis01","2018",23,"NYK","NBA","PF",18,240,6.8,0.501,0.125,0.25,4.6,14.3,9.5,9.5,0.4,1.4,16.7,17.4,-0.1,0.1,0,-0.003,-4.3,-1.4,-5.6,-0.2,TRUE
"hicksis01","2019",24,"NYK","NBA","PF",3,32,17.4,0.588,0,0.625,6.4,16.7,11.4,9.4,1.5,7.9,8.9,15,0.1,0,0.1,0.153,-2.6,3.2,0.6,0,TRUE
"hicksjj01","2009",20,"CLE","NBA","C",62,705,12.5,0.548,0,0.345,9.1,18.4,13.9,2.1,1.1,3.4,16.8,18,0.2,1.3,1.5,0.101,-4.7,0.2,-4.5,-0.4,TRUE
"hicksjj01","2010",21,"CLE","NBA","PF",81,1691,15.2,0.58,0.002,0.312,8.2,19.5,14.1,3.9,1.1,1.8,13.4,18.9,1.8,2.5,4.3,0.123,-2.3,-0.3,-2.6,-0.2,TRUE
"hicksjj01","2011",22,"CLE","NBA","C",80,2256,15.6,0.503,0.005,0.392,10.8,25,17.7,7.5,1.1,1.8,13.6,25.5,-0.2,1.7,1.5,0.032,-3.2,-1.1,-4.3,-1.3,TRUE
"hicksjj01","2012",23,"TOT","NBA","PF",54,1244,14.9,0.501,0.005,0.342,11.7,19,15.2,5.9,1.2,2.1,13.4,18.7,0.9,0.8,1.7,0.066,-2,-0.5,-2.4,-0.1,TRUE
"hicksjj01","2012",23,"SAC","NBA","PF",35,644,9.9,0.416,0.006,0.335,10.9,19.7,15.1,5,1.4,1.9,16.4,16,-0.5,0.3,-0.1,-0.009,-4.8,-0.5,-5.3,-0.5,FALSE
"hicksjj01","2012",23,"POR","NBA","PF",19,600,20.2,0.568,0.005,0.347,12.6,18.3,15.4,6.9,1.1,2.3,10.9,21.6,1.4,0.5,1.8,0.147,1,-0.4,0.6,0.4,FALSE
"hicksjj01","2013",24,"POR","NBA","C",80,2323,19.7,0.591,0.003,0.36,13.2,28.5,20.7,6.6,1.1,1.7,14.4,19.9,4.6,2.3,6.9,0.142,-0.2,0,-0.3,1,TRUE
"hicksjj01","2014",25,"DEN","NBA","PF",69,1859,16.2,0.521,0.012,0.443,11.9,24.8,18.3,8.4,1.2,2,14.1,20.8,1.3,2.1,3.3,0.086,-1.7,0.8,-0.8,0.6,TRUE
"hicksjj01","2015",26,"DEN","NBA","C",73,1411,14.3,0.504,0.004,0.438,11.1,24,17.3,6.5,1.3,1.9,14.9,19.7,0.5,1.4,1.8,0.062,-3.1,0.4,-2.7,-0.3,TRUE
"hicksjj01","2016",27,"TOT","NBA","C",35,436,16.8,0.514,0.006,0.665,9.8,24.1,16.8,8.7,1.7,2.6,11.1,22.6,0.3,0.5,0.8,0.088,-2.9,-0.1,-3,-0.1,TRUE
"hicksjj01","2016",27,"DEN","NBA","C",20,305,15.8,0.508,0,0.541,7.9,24,15.8,8.7,1.6,3.2,10.6,21.6,0.1,0.4,0.5,0.077,-3.2,0.2,-3,-0.1,FALSE
"hicksjj01","2016",27,"WAS","NBA","C",15,131,18.9,0.528,0.022,0.957,14.2,24.4,19.2,8.5,1.9,1.2,12.1,24.8,0.1,0.2,0.3,0.114,-2.1,-0.9,-3,0,FALSE
"hieldbu01","2017",24,"TOT","NBA","SG",82,1888,11.8,0.541,0.494,0.099,2,13.5,7.8,10.3,1,0.4,11.2,21.3,0,1.3,1.3,0.032,-0.9,-1.9,-2.7,-0.4,TRUE
"hieldbu01","2017",24,"NOP","NBA","SG",57,1161,9.9,0.503,0.512,0.07,1.7,13.4,7.5,10.3,0.8,0.5,9,20.4,-0.4,0.9,0.5,0.02,-1.9,-1.6,-3.5,-0.4,FALSE
"hieldbu01","2017",24,"SAC","NBA","SG",25,727,14.9,0.6,0.466,0.145,2.6,13.7,8.2,10.3,1.4,0.3,14.4,22.9,0.4,0.4,0.8,0.053,0.7,-2.2,-1.5,0.1,FALSE
"hieldbu01","2018",25,"SAC","NBA","SG",80,2024,16.1,0.557,0.437,0.087,3,14.8,8.6,12.8,2.1,1,11.3,24.3,1.3,1.5,2.8,0.067,1.2,-1.4,-0.2,0.9,TRUE
"hieldbu01","2019",26,"SAC","NBA","SG",82,2615,17.5,0.587,0.479,0.142,4.1,12.4,8.1,11.9,1,1.1,9.2,25.1,4.3,1.6,5.9,0.108,3.1,-2,1.1,2.1,TRUE
"higgico01","2012",22,"CHA","NBA","PG",38,423,4.1,0.402,0.125,0.375,1.8,7.9,4.7,15,0.6,1.1,17.3,24.6,-1.2,-0.1,-1.3,-0.15,-7.4,-4.1,-11.6,-1,TRUE
"higgico01","2013",23,"CHA","NBA","SG",6,32,12.6,0.352,0.263,0.105,3.5,7.4,5.4,29.8,4.9,0,0,28.3,0,0,0,-0.022,0.1,-2.7,-2.7,0,TRUE
"highsha01","2019",22,"PHI","NBA","SF",5,40,4.5,0.414,0.5,0.2,0,12.9,6.6,6.6,1.2,0,8.4,12.4,0,0,0,-0.023,-5.5,-1.8,-7.3,-0.1,TRUE
"hilarne01","2003",20,"DEN","NBA","C",80,2258,15.4,0.545,0.005,0.551,10.2,15.3,12.7,12.2,3,2.3,19.1,18.7,1.3,3.8,5,0.107,-0.6,3.1,2.5,2.6,TRUE
"hilarne01","2004",21,"DEN","NBA","PF",77,2504,14.8,0.578,0.003,0.559,6.8,16,11.3,10.7,2.4,1.2,18.9,17,3.1,3,6.1,0.117,0.1,1.6,1.7,2.4,TRUE
"hilarne01","2005",22,"DEN","NBA","C",55,1317,15.6,0.551,0.005,0.549,9.2,19.2,14.2,10.3,1.9,2.7,16.4,19.4,1.2,2.1,3.2,0.118,-1.2,1.8,0.6,0.9,TRUE
"hilarne01","2006",23,"DEN","NBA","PF",1,3,-54.4,0,0,0,0,0,0,0,0,0,66.7,44.8,-0.1,0,-0.1,-1.312,-43.9,-3.8,-47.7,0,TRUE
"hilarne01","2007",24,"DEN","NBA","C",64,1715,17.8,0.611,0.002,0.548,10,19.4,14.7,7.1,1.8,2.5,16.5,19.2,2.9,2.4,5.3,0.148,0,1.5,1.5,1.5,TRUE
"hilarne01","2008",25,"DEN","NBA","PF",16,266,11.1,0.459,0.014,0.69,12.4,22.8,17.7,7.8,1.6,3.7,18.5,18.1,-0.1,0.4,0.3,0.052,-4.6,1.6,-3,-0.1,TRUE
"hilarne01","2009",26,"DEN","NBA","C",77,2510,18.8,0.645,0.007,0.519,8.7,18.7,13.8,7.1,1.9,3.1,14.4,18.1,5.6,3.7,9.3,0.177,1.3,2.1,3.4,3.4,TRUE
"hilarne01","2010",27,"DEN","NBA","C",82,2755,18.9,0.631,0.003,0.58,7,19.1,13.1,11.6,2.1,2.2,12.2,16.5,7.1,3.7,10.8,0.188,2.1,2.5,4.7,4.6,TRUE
"hilarne01","2011",28,"DEN","NBA","C",75,2291,20.4,0.657,0.008,0.615,7.5,20.8,14.4,10.4,1.8,2.4,13.9,18.8,6.4,3.1,9.6,0.201,2.3,2.3,4.6,3.8,TRUE
"hilarne01","2012",29,"TOT","NBA","C",39,1110,18.6,0.573,0.01,0.427,6.7,23.3,15.1,12,1.9,2.7,17.1,22.6,1.3,1.4,2.7,0.117,-0.6,1.7,1.1,0.9,TRUE
"hilarne01","2012",29,"DEN","NBA","C",28,826,16.7,0.554,0.007,0.473,6.3,22.6,14.7,11.7,2.2,2.4,18.5,22.5,0.5,1.1,1.6,0.092,-1.4,2.1,0.7,0.6,FALSE
"hilarne01","2012",29,"WAS","NBA","C",11,284,24.2,0.624,0.018,0.313,7.9,25.3,16.5,12.8,1.1,3.5,13,23.1,0.8,0.3,1.1,0.191,1.8,0.6,2.4,0.3,FALSE
"hilarne01","2013",30,"WAS","NBA","PF",61,1659,17,0.538,0.002,0.453,6.7,20.6,13.6,19,1.7,1.8,16.3,23.4,1.3,2.7,4,0.116,-1.1,2.3,1.3,1.4,TRUE
"hilarne01","2014",31,"WAS","NBA","PF",53,1560,16.6,0.53,0.008,0.448,4.7,17.3,10.9,16.3,2.1,2.5,14.1,24,0.8,2.4,3.2,0.098,-1.6,1.8,0.2,0.9,TRUE
"hilarne01","2015",32,"WAS","NBA","PF",67,1693,14.3,0.534,0.008,0.336,5.7,17,11.5,12,2,1,15.2,21.8,0.5,2.5,3,0.086,-1.9,1.3,-0.6,0.6,TRUE
"hilarne01","2016",33,"WAS","NBA","PF",57,1094,16.8,0.564,0.008,0.482,5.2,21.6,13.2,14.1,2.4,1.9,14,21.6,1.1,1.6,2.7,0.12,-1.6,1.8,0.2,0.6,TRUE
"hilarne01","2017",34,"HOU","NBA","C",67,1198,18.9,0.63,0.023,0.496,8.6,17,12.8,8.6,2.2,2.6,13.1,19.7,2.5,1.6,4.1,0.165,-0.4,0.8,0.5,0.7,TRUE
"hilarne01","2018",35,"HOU","NBA","C",52,758,16.4,0.594,0.008,0.448,8.1,18,13.1,9.5,1.8,1.6,11.7,18.9,1.5,1.1,2.6,0.163,-1.5,0.7,-0.8,0.2,TRUE
"hilarne01","2019",36,"HOU","NBA","C",42,546,11.9,0.552,0.026,0.405,6.7,18.4,12.5,6.8,1.6,2.3,7.4,11.7,0.8,0.6,1.4,0.123,-3,1.1,-2,0,TRUE
"hillge01","2009",22,"SAS","NBA","PG",77,1270,11.6,0.502,0.196,0.392,2.9,11.9,7.4,16.6,1.9,1.2,14.5,19.5,0.2,2,2.1,0.08,-2.8,1,-1.8,0.1,TRUE
"hillge01","2010",23,"SAS","NBA","PG",78,2276,14.7,0.572,0.255,0.321,2.2,8.2,5.3,15.5,1.6,0.8,10.7,19,4.1,2.6,6.7,0.142,1.3,0.2,1.5,2,TRUE
"hillge01","2011",24,"SAS","NBA","PG",76,2148,14.6,0.588,0.322,0.427,1.3,9.2,5.4,13.6,1.6,0.7,11.6,18.2,4,2.1,6.1,0.136,1.1,-0.1,1.1,1.7,TRUE
"hillge01","2012",25,"IND","NBA","PG",50,1274,15.7,0.557,0.387,0.308,2.8,10.5,6.7,18.8,1.7,1.1,10.8,17.2,2.8,1.3,4,0.152,2.6,-0.3,2.3,1.4,TRUE
"hillge01","2013",26,"IND","NBA","PG",76,2620,16.6,0.558,0.405,0.245,2,9.9,6,23.4,1.6,0.7,10.7,18.8,5.9,3.8,9.7,0.177,2.8,0.3,3.1,3.4,TRUE
"hillge01","2014",27,"IND","NBA","PG",76,2434,13.4,0.563,0.422,0.286,2.6,10.1,6.5,17.2,1.6,0.7,11.7,14.8,3.8,4,7.8,0.154,1,1.4,2.4,2.7,TRUE
"hillge01","2015",28,"IND","NBA","PG",43,1267,21.5,0.579,0.361,0.267,2.2,13.3,7.8,31.4,1.8,0.9,10.3,23.8,3.7,1.6,5.4,0.203,5.4,0.2,5.6,2.4,TRUE
"hillge01","2016",29,"IND","NBA","PG",74,2524,13.2,0.555,0.425,0.203,2.5,10.3,6.5,15.5,1.6,0.5,11.1,15.8,3.4,2.8,6.2,0.118,1.1,0.5,1.5,2.2,TRUE
"hillge01","2017",30,"UTA","NBA","PG",49,1544,19.3,0.599,0.384,0.323,1.8,10.5,6.2,22.8,1.7,0.6,10.9,23.5,4,1.9,5.9,0.182,3.9,-0.2,3.6,2.2,TRUE
"hillge01","2018",31,"TOT","NBA","PG",67,1812,13.3,0.58,0.4,0.273,2.6,8.9,5.7,15,1.7,1.3,13.3,16.3,2.3,0.9,3.2,0.085,0.3,-0.9,-0.6,0.6,TRUE
"hillge01","2018",31,"SAC","NBA","PG",43,1143,14,0.597,0.393,0.304,2.1,9.9,5.8,15.5,1.7,1,14,16.9,1.6,0.6,2.1,0.09,0.4,-1,-0.6,0.4,FALSE
"hillge01","2018",31,"CLE","NBA","PG",24,669,12.2,0.551,0.412,0.219,3.4,7.3,5.4,14,1.6,1.9,12,15.4,0.8,0.3,1.1,0.077,0,-0.6,-0.6,0.2,FALSE
"hillge01","2019",32,"TOT","NBA","PG",60,1302,12.1,0.554,0.407,0.226,3.2,8.3,5.9,14,1.9,0.5,11,15.1,1.5,1.3,2.8,0.103,-0.6,-0.4,-1,0.3,TRUE
"hillge01","2019",32,"CLE","NBA","PG",13,344,13.5,0.604,0.262,0.187,3.7,5.1,4.4,16.2,1.7,0.3,14.7,17.3,0.5,0,0.5,0.066,0.3,-2.6,-2.3,0,FALSE
"hillge01","2019",32,"MIL","NBA","PG",47,958,11.6,0.534,0.465,0.242,3,9.4,6.4,13.3,1.9,0.6,9.4,14.4,1,1.4,2.3,0.117,-0.9,0.4,-0.5,0.4,FALSE
"hillgr01","1995",22,"DET","NBA","SF",70,2678,19,0.541,0.025,0.48,5.4,14.1,9.7,22.5,2.4,1.7,13.5,24.9,3.7,1.8,5.4,0.097,1.2,0.6,1.8,2.6,TRUE
"hillgr01","1996",23,"DET","NBA","SF",80,3260,20.9,0.537,0.021,0.529,4.9,23.4,14.5,31.4,1.7,1.2,14.9,25.9,6,5.7,11.7,0.172,1.9,3.2,5.1,5.8,TRUE
"hillgr01","1997",24,"DET","NBA","SF",80,3147,25.5,0.556,0.026,0.503,5,23.1,14.2,36,2.6,1.3,14.4,28.3,8.7,5.9,14.6,0.223,4.3,3.7,8,7.9,TRUE
"hillgr01","1998",25,"DET","NBA","SF",81,3294,21.2,0.52,0.015,0.475,3.3,19.3,11.3,31.5,2.4,1.2,14.8,27.3,5.2,5.1,10.2,0.149,2.4,2.4,4.8,5.6,TRUE
"hillgr01","1999",26,"DET","NBA","SF",50,1852,23.9,0.543,0.017,0.473,4.3,19.3,11.7,33.6,2.4,1.2,16,29.6,4.5,2.8,7.3,0.189,4,2.1,6,3.8,TRUE
"hillgr01","1900",27,"DET","NBA","SF",74,2776,24.5,0.565,0.069,0.425,4.1,16.4,10.2,26.8,1.9,1.1,12.4,30.5,8.1,2.6,10.7,0.185,4.6,0.2,4.8,4.7,TRUE
"hillgr01","2001",28,"ORL","NBA","SF",4,133,18.1,0.505,0.023,0.605,6.5,14.5,10.4,30.7,1.9,1.1,16.8,21.8,0.2,0.2,0.3,0.126,0.3,0,0.3,0.1,TRUE
"hillgr01","2002",29,"ORL","NBA","SF",14,512,16.7,0.51,0.01,0.41,6.3,21.1,13.6,20.3,0.8,0.5,13.8,23.4,0.7,0.5,1.2,0.108,-0.5,-0.2,-0.8,0.2,TRUE
"hillgr01","2003",30,"ORL","NBA","SF",29,843,20.8,0.568,0.013,0.469,5.3,23.2,14,25.6,1.7,1.1,18.5,24.1,1.6,1,2.5,0.144,0.6,1,1.6,0.8,TRUE
"hillgr01","2005",32,"ORL","NBA","SF",67,2338,20,0.565,0.013,0.336,3.7,11.4,7.6,17.1,2.1,0.9,12.1,24.8,4.7,1.9,6.6,0.136,2,-0.4,1.6,2.1,TRUE
"hillgr01","2006",33,"ORL","NBA","SF",21,613,19,0.552,0.033,0.42,3.1,12.7,8.1,14.6,2.1,0.8,10.8,24.9,1.1,0.6,1.7,0.13,0.7,-0.7,0,0.3,TRUE
"hillgr01","2007",34,"ORL","NBA","SG",65,2009,16.3,0.582,0.018,0.491,3.3,11,7.3,12.3,1.6,1,15.2,21.8,2.9,2.3,5.1,0.123,0,0.1,0.1,1.1,TRUE
"hillgr01","2008",35,"PHO","NBA","SF",70,2222,15.7,0.576,0.146,0.275,4.1,13.1,9,13.1,1.5,1.6,10.7,18,3.8,2.1,5.9,0.127,0.9,0.9,1.9,2.2,TRUE
"hillgr01","2009",36,"PHO","NBA","SF",82,2445,15.2,0.584,0.102,0.301,3.2,15.7,9.7,11,1.8,1.6,13,17.5,3.5,1.9,5.3,0.104,0.3,0.7,1,1.8,TRUE
"hillgr01","2010",37,"PHO","NBA","SF",81,2430,14,0.561,0.114,0.357,3.6,16.3,10.3,11.2,1.2,1,11.7,16.8,3.7,1.8,5.5,0.109,0.3,0.9,1.1,1.9,TRUE
"hillgr01","2011",38,"PHO","NBA","SF",80,2409,14.7,0.563,0.138,0.312,3.7,12.5,8.1,13,1.4,1.1,12.5,20.1,3.1,1.3,4.4,0.087,0.3,0.2,0.5,1.5,TRUE
"hillgr01","2012",39,"PHO","NBA","SF",49,1378,12.3,0.5,0.118,0.242,2.4,11.5,7,12.1,1.5,1.5,11.5,18.6,0.6,0.9,1.6,0.055,-1.2,0.7,-0.5,0.5,TRUE
"hillgr01","2013",40,"LAC","NBA","SF",29,437,4.8,0.428,0.112,0.245,1.7,11.5,6.7,8.3,1.3,1.3,18.7,14,-0.5,0.4,-0.1,-0.014,-5.5,0.2,-5.3,-0.4,TRUE
"hillida01","2016",22,"DET","NBA","SG",38,383,10.7,0.511,0.382,0.305,1.4,11.9,6.4,10.9,1.2,0.2,11.3,19.1,0.2,0.3,0.5,0.066,-2,-1.6,-3.6,-0.2,TRUE
"hillida01","2017",23,"DET","NBA","SG",39,381,5.9,0.459,0.365,0.222,0.6,9.2,4.7,12.3,1.5,0.4,16.8,19.3,-0.6,0.4,-0.2,-0.027,-5,-1.1,-6.1,-0.4,TRUE
"hillida01","2018",24,"SAS","NBA","SG",14,95,3.4,0.362,0.316,0.368,0,8.2,4.1,15.3,1.1,0,15.3,12.3,-0.1,0.1,0,-0.015,-6.2,-1.3,-7.5,-0.1,TRUE
"hilljo01","2010",22,"TOT","NBA","PF",47,624,15,0.528,0.01,0.338,13.5,18.7,16,5.2,1.1,2.5,11.5,18.7,0.8,0.6,1.4,0.105,-2.3,-0.8,-3.1,-0.2,TRUE
"hilljo01","2010",22,"NYK","NBA","PF",24,252,14,0.479,0.022,0.228,14.2,13.3,13.8,4.5,2,2.7,10.6,20.3,0.1,0.2,0.3,0.059,-3.2,-1.2,-4.4,-0.2,FALSE
"hilljo01","2010",22,"HOU","NBA","PF",23,372,15.7,0.567,0,0.431,13.1,22.4,17.6,5.6,0.5,2.3,12.2,17.6,0.6,0.4,1,0.135,-1.7,-0.5,-2.2,0,FALSE
"hilljo01","2011",23,"HOU","NBA","C",72,1125,13,0.521,0.006,0.241,12.9,18,15.4,4,0.6,3.2,13.7,17.7,0.8,1,1.8,0.079,-2.8,-0.6,-3.4,-0.4,TRUE
