"bbref_id","season","salary","contract_type","salary_prop_cap"
"augusdj01",2014,1267000,"past",0.0215920516709555
"augusdj01",2015,3e+06,"past",0.0475699674938555
"augusdj01",2016,3e+06,"past",0.0428571428571429
"augusdj01",2017,7250000,"past",0.0770105052951361
"augusdj01",2018,7250000,"past",0.0731635937957272
"augusdj01",2019,7250000,"regular",0.0711698357694686
"augusdj01",2020,7250000,"regular",0.0665137614678899
"augusja01",2007,412718,"past",0.00776734732285687
"augusja01",2008,687456,"past",0.0123576487506741
"ayongu01",2012,1567500,"past",0.0270053752325822
"ayongu01",2013,1500000,"past",0.0258424643373992
"ayongu01",2014,1500000,"past",0.0255628078188108
"aytonde01",2019,8165160,"regular",0.0801535305146806
"aytonde01",2020,9562920,"regular",0.0877332110091743
"aytonde01",2021,10018200,"team_option",0.0863637931034483
"aytonde01",2022,12632950,"team_option",NA
"azubuke01",2007,301657,"past",0.00567718076597346
"azubuke01",2008,687456,"past",0.0123576487506741
"azubuke01",2009,2900000,"past",0.0494205862304022
"azubuke01",2010,3132000,"past",0.0542807625649913
"azubuke01",2011,3300000,"past",0.0568534215422783
"azubuke01",2013,885120,"past",0.0152491213562125
"babbch01",2015,48028,"past",0.000761563466264965
"babbilu01",2011,1645440,"past",0.0283481496795534
"babbilu01",2012,1768800,"past",0.0304734339466612
"babbilu01",2013,1892280,"past",0.0326007856109159
"babbilu01",2015,981084,"past",0.0155567113295806
"babbilu01",2016,1100000,"past",0.0157142857142857
"babbilu01",2017,1227000,"past",0.0130333641375355
"babbilu01",2018,1974159,"past",0.0199222851260937
"bacondw01",2018,815615,"past",0.00823080338671753
"bacondw01",2019,1378242,"regular",0.0135295526607702
"bacondw01",2020,1618520,"regular",0.0148488073394495
"baglema01",2019,7305600,"regular",0.0717156347858524
"baglema01",2020,8556120,"regular",0.0784965137614679
"baglema01",2021,8963640,"team_option",0.0772727586206896
"baglema01",2022,11312114,"team_option",NA
"bairsca01",2015,507336,"past",0.0080446523428209
"bairsca01",2016,845059,"past",0.0120722714285714
"bakerro01",2017,543471,"past",0.00577282432044868
"bakerro01",2018,4328000,"past",0.0436761426135045
"bakerro01",2019,4715315,"regular",0.0462880267794913
"bakervi01",1994,866000,"past",0.0570675453047776
"bakervi01",1995,1065300,"past",0.0667313956401904
"bakervi01",1996,3765000,"past",0.163695652173913
"bakervi01",1997,3765000,"past",0.154537618519887
"bakervi01",1998,4064373,"past",0.151091933085502
"bakervi01",1999,4264000,"past",0.142133333333333
"bakervi01",2000,9e+06,"past",0.264705882352941
"bakervi01",2001,10130000,"past",0.285352112676056
"bakervi01",2002,11250000,"past",0.264705882352941
"bakervi01",2003,12375000,"past",0.307293089319858
"bakervi01",2004,13500000,"past",0.30793795620438
"bakervi01",2005,8833333,"past",0.201352473216321
"bakervi01",2006,9183333,"past",0.185521878787879
"bakervi01",2007,5329555,"past",0.100302154888492
"baldwwa01",2017,1793760,"past",0.0190535674452694
"baldwwa01",2018,NA,"past",NA
"baldwwa01",2019,1544951,"regular",0.015166056405776
"balkmre01",2007,1191240,"past",0.0224191211066152
"balkmre01",2008,1280640,"past",0.0230206722991192
"balkmre01",2009,1369920,"past",0.0233456032719836
"balkmre01",2010,2112417,"past",0.0366103466204506
"balkmre01",2011,1675000,"past",0.0288574185100958
"balkmre01",2012,1675000,"past",0.0288574185100958
"balkmre01",2013,1675000,"past",0.0288574185100958
"balllo01",2018,6286560,"past",0.0634410099603403
"balllo01",2019,7461960,"regular",0.0732505472714957
"balllo01",2020,8719320,"regular",0.0799937614678899
"balllo01",2021,11003782,"team_option",0.0948601896551724
"bambamo01",2019,4865040,"regular",0.0477578065947442
"bambamo01",2020,5697600,"regular",0.0522715596330275
