RANK,SEASON,TEAM,PLAYOFF_TEAM,G,MP,FG%,AVERAGE_DISTANCE,%FGA_2P,%FGA_0-3,%FGA_3-10,%FGA_10-16,FGA_16-3PT,%FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3PT,FG%_3P,%ASTD_2P,%FGA_DUNKS,DUNKS_MADE,%FGA_LAYUPS,LAYUPS_MADE,%ASTD_3P,%FGA3P_CORNER,FG%3_CORNER,HEAVE_ATTEMPTS,HEAVE_MAKES
16.0,2009-2010,Milwaukee Bucks,1,82,19980,0.436,13.0,0.741,0.28800000000000003,0.13,0.114,0.209,0.259,0.46399999999999997,0.56,0.41100000000000003,0.375,0.413,0.35600000000000004,0.495,0.028999999999999998,184,0.231,853,0.851,0.285,0.39799999999999996,9.0,1.0
17.0,2009-2010,Minnesota Timberwolves,0,82,19780,0.449,11.5,0.8290000000000001,0.308,0.166,0.146,0.21,0.171,0.47100000000000003,0.606,0.41200000000000003,0.39,0.374,0.341,0.475,0.037000000000000005,234,0.25,977,0.846,0.22399999999999998,0.358,21.0,2.0
18.0,2009-2010,New Jersey Nets,0,82,19780,0.429,11.4,0.8190000000000001,0.34600000000000003,0.126,0.11900000000000001,0.22899999999999998,0.18100000000000002,0.45399999999999996,0.568,0.379,0.365,0.368,0.318,0.496,0.054000000000000006,316,0.266,906,0.8809999999999999,0.318,0.361,14.0,3.0
19.0,2009-2010,New Orleans Hornets,0,82,19830,0.46399999999999997,12.3,0.77,0.318,0.121,0.127,0.204,0.23,0.495,0.606,0.43200000000000005,0.4,0.418,0.363,0.52,0.031,188,0.265,1059,0.828,0.203,0.423,10.0,0.0
20.0,2009-2010,New York Knicks,0,82,19880,0.455,13.4,0.688,0.327,0.087,0.071,0.203,0.312,0.504,0.614,0.39899999999999997,0.414,0.40299999999999997,0.34600000000000003,0.479,0.036000000000000004,233,0.271,1070,0.8490000000000001,0.204,0.377,13.0,1.0
21.0,2009-2010,Oklahoma City Thunder,1,82,19805,0.462,11.5,0.815,0.332,0.125,0.135,0.223,0.185,0.49,0.612,0.43,0.406,0.39299999999999996,0.34,0.48,0.064,389,0.247,878,0.883,0.23199999999999998,0.33299999999999996,7.0,0.0
22.0,2009-2010,Orlando Magic,1,82,19730,0.47,13.7,0.65,0.301,0.12300000000000001,0.08199999999999999,0.14400000000000002,0.35,0.521,0.63,0.46799999999999997,0.408,0.405,0.375,0.42100000000000004,0.057,345,0.22399999999999998,818,0.8370000000000001,0.282,0.42100000000000004,23.0,0.0
23.0,2009-2010,Philadelphia 76ers,0,82,19805,0.46,12.1,0.794,0.311,0.127,0.146,0.209,0.20600000000000002,0.491,0.615,0.42700000000000005,0.387,0.41600000000000004,0.34299999999999997,0.502,0.061,392,0.231,840,0.865,0.251,0.39899999999999997,22.0,1.0
24.0,2009-2010,Phoenix Suns,1,82,19730,0.49200000000000005,12.5,0.7390000000000001,0.312,0.135,0.106,0.185,0.261,0.52,0.637,0.462,0.44,0.409,0.41200000000000003,0.509,0.064,380,0.23,918,0.8009999999999999,0.258,0.44299999999999995,13.0,1.0
25.0,2009-2010,Portland Trail Blazers,1,82,19855,0.461,12.9,0.785,0.28600000000000003,0.111,0.133,0.255,0.215,0.49,0.625,0.425,0.408,0.41,0.354,0.494,0.044000000000000004,263,0.217,825,0.91,0.342,0.389,27.0,0.0
26.0,2009-2010,Sacramento Kings,0,82,19880,0.456,11.6,0.799,0.327,0.159,0.094,0.22,0.201,0.483,0.61,0.385,0.42700000000000005,0.38799999999999996,0.349,0.47100000000000003,0.037000000000000005,231,0.265,1064,0.882,0.251,0.418,17.0,0.0
27.0,2009-2010,San Antonio Spurs,1,82,19780,0.473,12.2,0.768,0.312,0.146,0.10800000000000001,0.203,0.23199999999999998,0.508,0.649,0.431,0.38799999999999996,0.408,0.358,0.514,0.032,198,0.26899999999999996,1105,0.892,0.37,0.385,11.0,0.0
28.0,2009-2010,Toronto Raptors,0,82,19780,0.48200000000000004,12.6,0.789,0.308,0.133,0.111,0.23800000000000002,0.21100000000000002,0.512,0.64,0.45299999999999996,0.429,0.419,0.371,0.51,0.052000000000000005,307,0.23800000000000002,946,0.8420000000000001,0.215,0.44299999999999995,36.0,2.0
29.0,2009-2010,Utah Jazz,1,82,19755,0.491,10.9,0.816,0.38299999999999995,0.121,0.092,0.22,0.184,0.519,0.637,0.42200000000000004,0.409,0.415,0.364,0.652,0.064,375,0.297,1161,0.841,0.205,0.45299999999999996,9.0,0.0
30.0,2009-2010,Washington Wizards,0,82,19830,0.449,12.6,0.8170000000000001,0.27899999999999997,0.14800000000000002,0.11599999999999999,0.27399999999999997,0.183,0.47100000000000003,0.619,0.359,0.40299999999999997,0.408,0.353,0.474,0.043,277,0.221,821,0.775,0.233,0.382,14.0,0.0
1.0,2010-2011,Atlanta Hawks,1,82,19730,0.462,13.5,0.778,0.233,0.175,0.09699999999999999,0.27399999999999997,0.222,0.494,0.649,0.434,0.39,0.436,0.35200000000000004,0.55,0.045,263,0.182,692,0.882,0.349,0.38,13.0,1.0
2.0,2010-2011,Boston Celtics,1,82,19780,0.486,12.1,0.82,0.313,0.14,0.113,0.254,0.18,0.513,0.674,0.376,0.445,0.42,0.365,0.597,0.043,256,0.265,1041,0.882,0.26,0.467,8.0,0.0
3.0,2010-2011,Charlotte Bobcats,0,82,19805,0.451,12.0,0.8109999999999999,0.33399999999999996,0.145,0.09699999999999999,0.235,0.18899999999999997,0.48,0.61,0.354,0.395,0.41,0.327,0.56,0.045,242,0.275,995,0.86,0.187,0.373,18.0,0.0
4.0,2010-2011,Chicago Bulls,1,82,19830,0.462,12.5,0.785,0.304,0.151,0.102,0.22899999999999998,0.215,0.489,0.638,0.389,0.40399999999999997,0.397,0.361,0.5479999999999999,0.052000000000000005,314,0.257,986,0.863,0.275,0.373,17.0,0.0
5.0,2010-2011,Cleveland Cavaliers,0,82,19755,0.434,12.3,0.7759999999999999,0.29600000000000004,0.179,0.09699999999999999,0.203,0.22399999999999998,0.461,0.61,0.355,0.33299999999999996,0.39799999999999996,0.342,0.542,0.051,312,0.239,874,0.847,0.23399999999999999,0.37,7.0,0.0
6.0,2010-2011,Dallas Mavericks,1,82,19705,0.475,13.6,0.726,0.24,0.162,0.125,0.19899999999999998,0.27399999999999997,0.516,0.684,0.40700000000000003,0.423,0.461,0.365,0.565,0.053,321,0.18100000000000002,723,0.905,0.293,0.392,18.0,1.0
7.0,2010-2011,Denver Nuggets,1,82,19705,0.47600000000000003,12.3,0.742,0.349,0.133,0.07400000000000001,0.18600000000000003,0.258,0.506,0.633,0.371,0.37799999999999995,0.414,0.38799999999999996,0.49700000000000005,0.059000000000000004,355,0.29,1122,0.875,0.28600000000000003,0.4,17.0,1.0
8.0,2010-2011,Detroit Pistons,0,82,19880,0.46,12.0,0.8109999999999999,0.307,0.15,0.132,0.222,0.18899999999999997,0.479,0.634,0.376,0.376,0.396,0.376,0.507,0.043,246,0.249,987,0.892,0.365,0.397,18.0,1.0
9.0,2010-2011,Golden State Warriors,0,82,19830,0.461,13.0,0.752,0.276,0.16899999999999998,0.09300000000000001,0.214,0.248,0.484,0.6559999999999999,0.37,0.349,0.41200000000000003,0.392,0.489,0.048,317,0.212,925,0.866,0.295,0.43200000000000005,19.0,1.0
10.0,2010-2011,Houston Rockets,0,82,19880,0.45399999999999996,12.9,0.736,0.263,0.203,0.092,0.177,0.264,0.486,0.644,0.39399999999999996,0.405,0.39799999999999996,0.36700000000000005,0.5529999999999999,0.026000000000000002,165,0.247,1063,0.851,0.22699999999999998,0.4,15.0,0.0
11.0,2010-2011,Indiana Pacers,1,82,19780,0.442,13.2,0.7559999999999999,0.245,0.182,0.11599999999999999,0.213,0.244,0.47100000000000003,0.627,0.402,0.397,0.391,0.354,0.45,0.047,288,0.20199999999999999,806,0.892,0.203,0.39399999999999996,11.0,0.0
12.0,2010-2011,Los Angeles Clippers,0,82,19855,0.457,12.1,0.77,0.307,0.19899999999999998,0.081,0.183,0.23,0.493,0.664,0.39299999999999996,0.369,0.368,0.33799999999999997,0.5479999999999999,0.085,502,0.22699999999999998,883,0.8640000000000001,0.254,0.319,18.0,0.0
13.0,2010-2011,Los Angeles Lakers,1,82,19830,0.46299999999999997,12.7,0.78,0.256,0.20600000000000002,0.11800000000000001,0.19899999999999998,0.22,0.494,0.6659999999999999,0.428,0.441,0.373,0.35200000000000004,0.527,0.046,287,0.20600000000000002,878,0.8190000000000001,0.28600000000000003,0.41100000000000003,22.0,1.0
14.0,2010-2011,Memphis Grizzlies,1,82,19880,0.47100000000000003,10.8,0.8640000000000001,0.309,0.244,0.107,0.204,0.136,0.49200000000000005,0.66,0.40700000000000003,0.39799999999999996,0.38799999999999996,0.33399999999999996,0.488,0.042,265,0.255,1071,0.9059999999999999,0.267,0.389,25.0,0.0
15.0,2010-2011,Miami Heat,1,82,19780,0.48100000000000004,13.7,0.765,0.242,0.155,0.102,0.267,0.235,0.515,0.695,0.45799999999999996,0.40299999999999997,0.428,0.37,0.479,0.053,308,0.2,792,0.8190000000000001,0.327,0.435,11.0,1.0
16.0,2010-2011,Milwaukee Bucks,0,82,19830,0.43,12.8,0.784,0.268,0.165,0.12300000000000001,0.22699999999999998,0.21600000000000003,0.45399999999999996,0.585,0.37200000000000005,0.381,0.4,0.342,0.48,0.026000000000000002,160,0.22,797,0.882,0.299,0.395,11.0,0.0
17.0,2010-2011,Minnesota Timberwolves,0,82,19780,0.441,12.7,0.777,0.24100000000000002,0.233,0.099,0.204,0.223,0.45899999999999996,0.611,0.387,0.391,0.395,0.376,0.47600000000000003,0.034,207,0.195,780,0.779,0.204,0.45799999999999996,27.0,1.0
18.0,2010-2011,New Jersey Nets,0,82,20005,0.44,12.8,0.799,0.23600000000000002,0.213,0.12300000000000001,0.22699999999999998,0.201,0.46399999999999997,0.606,0.42200000000000004,0.384,0.39799999999999996,0.34299999999999997,0.55,0.052000000000000005,307,0.18899999999999997,677,0.8079999999999999,0.272,0.353,18.0,1.0
19.0,2010-2011,New Orleans Hornets,1,82,19830,0.45899999999999996,12.8,0.8079999999999999,0.223,0.213,0.136,0.237,0.192,0.48200000000000004,0.657,0.401,0.402,0.436,0.36,0.523,0.036000000000000004,210,0.192,747,0.863,0.322,0.37,13.0,2.0
20.0,2010-2011,New York Knicks,1,82,19780,0.457,13.5,0.6970000000000001,0.265,0.166,0.086,0.179,0.303,0.496,0.665,0.377,0.382,0.41100000000000003,0.368,0.475,0.054000000000000006,349,0.20600000000000002,860,0.821,0.27,0.424,12.0,0.0
21.0,2010-2011,Oklahoma City Thunder,1,82,20005,0.46399999999999997,12.5,0.7879999999999999,0.284,0.159,0.126,0.218,0.212,0.495,0.6859999999999999,0.354,0.40399999999999997,0.40299999999999997,0.34700000000000003,0.488,0.07200000000000001,443,0.20800000000000002,825,0.848,0.187,0.354,11.0,0.0
22.0,2010-2011,Orlando Magic,1,82,19830,0.461,14.1,0.672,0.253,0.158,0.096,0.16399999999999998,0.32799999999999996,0.507,0.6709999999999999,0.405,0.41100000000000003,0.41100000000000003,0.366,0.45399999999999996,0.065,388,0.18100000000000002,692,0.835,0.243,0.36700000000000005,18.0,1.0
23.0,2010-2011,Philadelphia 76ers,1,82,19930,0.461,12.4,0.816,0.258,0.175,0.17,0.213,0.184,0.485,0.672,0.379,0.41200000000000003,0.405,0.355,0.557,0.051,323,0.19899999999999998,812,0.831,0.244,0.40299999999999997,15.0,0.0
24.0,2010-2011,Phoenix Suns,0,82,20005,0.47,13.4,0.7290000000000001,0.253,0.16699999999999998,0.11599999999999999,0.193,0.271,0.505,0.701,0.385,0.429,0.396,0.377,0.531,0.049,299,0.195,887,0.8690000000000001,0.263,0.41,15.0,0.0
25.0,2010-2011,Portland Trail Blazers,1,82,19805,0.447,12.6,0.772,0.28300000000000003,0.168,0.115,0.20600000000000002,0.228,0.47700000000000004,0.645,0.387,0.37799999999999995,0.376,0.345,0.515,0.046,270,0.22,891,0.934,0.317,0.391,23.0,0.0
26.0,2010-2011,Sacramento Kings,0,82,19855,0.449,12.0,0.8170000000000001,0.265,0.21899999999999997,0.11199999999999999,0.221,0.183,0.475,0.68,0.36,0.401,0.38,0.335,0.48,0.047,299,0.21899999999999997,960,0.879,0.28600000000000003,0.40299999999999997,24.0,1.0
27.0,2010-2011,San Antonio Spurs,1,82,19780,0.475,12.7,0.7390000000000001,0.264,0.201,0.106,0.16699999999999998,0.261,0.503,0.662,0.43,0.40700000000000003,0.4,0.397,0.507,0.028999999999999998,166,0.23399999999999999,988,0.858,0.36700000000000005,0.42100000000000004,7.0,0.0
28.0,2010-2011,Toronto Raptors,0,82,19780,0.465,11.8,0.838,0.325,0.157,0.11199999999999999,0.245,0.162,0.494,0.627,0.414,0.439,0.39399999999999996,0.316,0.534,0.053,325,0.262,1012,0.872,0.23399999999999999,0.337,12.0,0.0
29.0,2010-2011,Utah Jazz,0,82,19880,0.465,12.1,0.809,0.29600000000000004,0.18100000000000002,0.111,0.221,0.191,0.493,0.652,0.39799999999999996,0.396,0.406,0.34600000000000003,0.588,0.055,330,0.22899999999999998,910,0.862,0.184,0.368,16.0,1.0
30.0,2010-2011,Washington Wizards,0,82,19930,0.44299999999999995,12.2,0.828,0.281,0.171,0.129,0.247,0.172,0.465,0.648,0.353,0.382,0.38,0.332,0.46799999999999997,0.06,389,0.212,827,0.89,0.292,0.348,11.0,0.0
1.0,2011-2012,Atlanta Hawks,1,66,16165,0.45399999999999996,13.2,0.7509999999999999,0.27699999999999997,0.153,0.07400000000000001,0.247,0.249,0.48200000000000004,0.63,0.43,0.397,0.373,0.37,0.532,0.048,233,0.225,699,0.915,0.34,0.39799999999999996,8.0,1.0
2.0,2011-2012,Boston Celtics,1,66,15940,0.46,12.9,0.8059999999999999,0.28,0.11599999999999999,0.145,0.266,0.19399999999999998,0.483,0.637,0.33299999999999996,0.418,0.42,0.36700000000000005,0.62,0.049,223,0.228,670,0.909,0.309,0.439,4.0,0.0
3.0,2011-2012,Charlotte Bobcats,0,66,15890,0.414,12.8,0.831,0.29,0.125,0.10800000000000001,0.309,0.16899999999999998,0.439,0.5920000000000001,0.322,0.377,0.363,0.295,0.584,0.049,229,0.231,647,0.757,0.158,0.34,12.0,0.0
4.0,2011-2012,Chicago Bulls,1,66,15940,0.452,12.6,0.795,0.297,0.142,0.11599999999999999,0.24100000000000002,0.205,0.47100000000000003,0.605,0.415,0.405,0.37200000000000005,0.375,0.581,0.046,231,0.235,717,0.807,0.261,0.375,13.0,0.0
5.0,2011-2012,Cleveland Cavaliers,0,66,15965,0.42200000000000004,11.7,0.763,0.326,0.188,0.081,0.16699999999999998,0.23800000000000002,0.446,0.599,0.322,0.326,0.34299999999999997,0.34600000000000003,0.516,0.044000000000000004,211,0.263,799,0.836,0.23600000000000002,0.359,6.0,0.0
6.0,2011-2012,Dallas Mavericks,1,66,16065,0.44299999999999995,13.4,0.7290000000000001,0.24,0.16699999999999998,0.14800000000000002,0.175,0.271,0.48200000000000004,0.6579999999999999,0.355,0.409,0.42200000000000004,0.33899999999999997,0.509,0.051,248,0.174,568,0.8290000000000001,0.228,0.35,10.0,0.0
7.0,2011-2012,Denver Nuggets,1,66,16040,0.47600000000000003,11.0,0.757,0.40399999999999997,0.151,0.077,0.125,0.243,0.522,0.645,0.37200000000000005,0.392,0.386,0.332,0.5529999999999999,0.078,386,0.315,993,0.92,0.313,0.361,22.0,1.0
8.0,2011-2012,Detroit Pistons,0,66,15965,0.43799999999999994,11.4,0.825,0.32899999999999996,0.172,0.107,0.21600000000000003,0.175,0.457,0.589,0.36,0.375,0.376,0.34600000000000003,0.488,0.035,145,0.268,782,0.8490000000000001,0.239,0.35600000000000004,14.0,0.0
9.0,2011-2012,Golden State Warriors,0,66,15915,0.457,13.4,0.752,0.259,0.166,0.091,0.23600000000000002,0.248,0.48,0.647,0.34299999999999997,0.428,0.413,0.38799999999999996,0.516,0.049,241,0.198,639,0.87,0.27399999999999997,0.457,13.0,1.0
10.0,2011-2012,Houston Rockets,0,66,16065,0.449,12.7,0.76,0.25,0.20199999999999999,0.12,0.18899999999999997,0.24,0.47700000000000004,0.655,0.374,0.39799999999999996,0.40299999999999997,0.359,0.504,0.036000000000000004,173,0.221,762,0.816,0.287,0.435,9.0,0.0
11.0,2011-2012,Indiana Pacers,1,66,15990,0.43799999999999994,11.9,0.802,0.26899999999999996,0.21899999999999997,0.127,0.187,0.198,0.455,0.584,0.40399999999999997,0.382,0.379,0.368,0.455,0.038,178,0.22699999999999998,674,0.855,0.27699999999999997,0.363,12.0,1.0
12.0,2011-2012,Los Angeles Clippers,1,66,15965,0.455,13.7,0.731,0.256,0.159,0.083,0.23399999999999999,0.26899999999999996,0.49,0.6629999999999999,0.408,0.40299999999999997,0.389,0.35700000000000004,0.5,0.08800000000000001,407,0.17300000000000001,551,0.823,0.28800000000000003,0.35700000000000004,10.0,0.0
13.0,2011-2012,Los Angeles Lakers,1,66,16065,0.457,12.5,0.7909999999999999,0.258,0.212,0.11699999999999999,0.205,0.209,0.491,0.6709999999999999,0.4,0.397,0.414,0.326,0.575,0.062,307,0.18100000000000002,595,0.82,0.28300000000000003,0.34600000000000003,9.0,1.0
14.0,2011-2012,Memphis Grizzlies,1,66,15940,0.447,11.7,0.843,0.298,0.192,0.134,0.21899999999999997,0.157,0.47,0.628,0.386,0.384,0.381,0.326,0.491,0.049,231,0.23,739,0.852,0.226,0.37,20.0,1.0
15.0,2011-2012,Miami Heat,1,66,16040,0.469,12.1,0.802,0.309,0.157,0.11900000000000001,0.218,0.198,0.496,0.65,0.397,0.442,0.381,0.359,0.485,0.066,310,0.23399999999999999,714,0.841,0.33,0.365,5.0,1.0
16.0,2011-2012,Milwaukee Bucks,0,66,15865,0.44299999999999995,12.4,0.7759999999999999,0.308,0.146,0.12,0.20199999999999999,0.22399999999999998,0.47100000000000003,0.61,0.354,0.39299999999999996,0.39,0.345,0.578,0.03,154,0.256,857,0.8170000000000001,0.242,0.366,8.0,0.0
17.0,2011-2012,Minnesota Timberwolves,0,66,15940,0.433,12.7,0.738,0.31,0.157,0.086,0.18600000000000003,0.262,0.469,0.62,0.342,0.335,0.38799999999999996,0.332,0.474,0.040999999999999995,206,0.244,765,0.841,0.256,0.36,9.0,0.0
18.0,2011-2012,New Jersey Nets,0,66,15890,0.425,13.8,0.722,0.255,0.134,0.126,0.207,0.278,0.457,0.57,0.414,0.396,0.384,0.342,0.519,0.042,194,0.205,576,0.789,0.267,0.34700000000000003,8.0,1.0
19.0,2011-2012,New Orleans Hornets,0,66,15940,0.451,11.8,0.848,0.267,0.207,0.149,0.225,0.152,0.47200000000000003,0.625,0.39,0.408,0.40700000000000003,0.33299999999999996,0.564,0.039,190,0.23,670,0.8340000000000001,0.266,0.37200000000000005,4.0,0.0
20.0,2011-2012,New York Knicks,1,66,15940,0.44299999999999995,13.0,0.7120000000000001,0.316,0.13,0.085,0.18100000000000002,0.28800000000000003,0.48700000000000004,0.648,0.317,0.371,0.381,0.336,0.47700000000000004,0.075,364,0.231,712,0.865,0.245,0.35,12.0,0.0
21.0,2011-2012,Oklahoma City Thunder,1,66,15990,0.47100000000000003,12.6,0.748,0.294,0.14800000000000002,0.13,0.175,0.252,0.509,0.6709999999999999,0.37799999999999995,0.389,0.436,0.358,0.419,0.078,377,0.204,620,0.828,0.183,0.41100000000000003,9.0,0.0
22.0,2011-2012,Orlando Magic,1,66,15965,0.441,13.9,0.654,0.28600000000000003,0.153,0.063,0.152,0.34600000000000003,0.475,0.636,0.371,0.33,0.33799999999999997,0.375,0.474,0.05,232,0.22399999999999998,682,0.836,0.21600000000000003,0.42,8.0,0.0
23.0,2011-2012,Philadelphia 76ers,1,66,15915,0.44799999999999995,12.5,0.825,0.23199999999999998,0.182,0.187,0.225,0.175,0.466,0.642,0.395,0.405,0.39299999999999996,0.36200000000000004,0.5529999999999999,0.043,219,0.177,570,0.799,0.20800000000000002,0.325,5.0,0.0
24.0,2011-2012,Phoenix Suns,0,66,15840,0.45799999999999996,13.3,0.762,0.253,0.165,0.11800000000000001,0.226,0.23800000000000002,0.494,0.6779999999999999,0.38799999999999996,0.384,0.424,0.34299999999999997,0.5489999999999999,0.037000000000000005,191,0.204,731,0.8109999999999999,0.23800000000000002,0.354,11.0,0.0
25.0,2011-2012,Portland Trail Blazers,0,66,15965,0.44299999999999995,13.0,0.745,0.294,0.139,0.09699999999999999,0.21600000000000003,0.255,0.47700000000000004,0.606,0.391,0.37,0.40399999999999997,0.34600000000000003,0.483,0.035,175,0.242,743,0.879,0.306,0.397,15.0,0.0
26.0,2011-2012,Sacramento Kings,0,66,15915,0.436,11.8,0.772,0.306,0.21899999999999997,0.076,0.172,0.228,0.47100000000000003,0.64,0.36200000000000004,0.353,0.36200000000000004,0.316,0.456,0.043,219,0.266,923,0.7829999999999999,0.268,0.341,12.0,1.0
27.0,2011-2012,San Antonio Spurs,1,66,15940,0.478,12.4,0.743,0.278,0.203,0.099,0.16399999999999998,0.257,0.507,0.677,0.395,0.429,0.40700000000000003,0.39299999999999996,0.508,0.027000000000000003,129,0.252,890,0.873,0.315,0.415,6.0,0.0
28.0,2011-2012,Toronto Raptors,0,66,15965,0.44,13.1,0.7909999999999999,0.271,0.151,0.106,0.263,0.209,0.467,0.633,0.402,0.38299999999999995,0.366,0.34,0.562,0.048,218,0.212,630,0.858,0.24100000000000002,0.34,12.0,0.0
29.0,2011-2012,Utah Jazz,1,66,16165,0.456,11.2,0.847,0.287,0.23800000000000002,0.11800000000000001,0.204,0.153,0.48,0.672,0.42,0.33299999999999996,0.365,0.32299999999999995,0.529,0.064,319,0.21899999999999997,743,0.9079999999999999,0.198,0.32899999999999996,12.0,0.0
30.0,2011-2012,Washington Wizards,0,66,15865,0.441,12.2,0.804,0.299,0.16699999999999998,0.109,0.22699999999999998,0.196,0.47,0.6609999999999999,0.33899999999999997,0.34700000000000003,0.376,0.32,0.467,0.07200000000000001,384,0.217,667,0.858,0.294,0.389,6.0,1.0
1.0,2012-2013,Atlanta Hawks,1,82,19855,0.46399999999999997,13.4,0.7140000000000001,0.281,0.152,0.073,0.20800000000000002,0.28600000000000003,0.501,0.6779999999999999,0.382,0.387,0.389,0.371,0.585,0.052000000000000005,323,0.222,924,0.8740000000000001,0.264,0.426,12.0,0.0
2.0,2012-2013,Boston Celtics,1,81,19840,0.465,12.9,0.785,0.287,0.13,0.128,0.239,0.215,0.494,0.623,0.35700000000000004,0.446,0.439,0.358,0.555,0.043,258,0.237,880,0.914,0.33899999999999997,0.39899999999999997,22.0,0.0
3.0,2012-2013,Brooklyn Nets,1,82,19855,0.45,12.6,0.731,0.272,0.203,0.102,0.154,0.26899999999999996,0.484,0.623,0.405,0.397,0.4,0.35700000000000004,0.484,0.040999999999999995,249,0.231,873,0.871,0.349,0.395,12.0,0.0
4.0,2012-2013,Charlotte Bobcats,0,82,19805,0.425,12.2,0.79,0.319,0.147,0.111,0.212,0.21,0.44799999999999995,0.5770000000000001,0.32299999999999995,0.373,0.38,0.335,0.507,0.051,298,0.26,904,0.838,0.20800000000000002,0.402,15.0,0.0
5.0,2012-2013,Chicago Bulls,1,82,19830,0.43700000000000006,12.2,0.8109999999999999,0.306,0.139,0.14,0.226,0.18899999999999997,0.456,0.615,0.33299999999999996,0.376,0.36700000000000005,0.353,0.61,0.039,240,0.247,967,0.8390000000000001,0.22899999999999998,0.359,11.0,0.0
6.0,2012-2013,Cleveland Cavaliers,0,82,19730,0.434,12.4,0.7709999999999999,0.294,0.174,0.11599999999999999,0.188,0.22899999999999998,0.46,0.584,0.35200000000000004,0.385,0.41100000000000003,0.34600000000000003,0.509,0.057,338,0.222,804,0.821,0.21100000000000002,0.33799999999999997,12.0,1.0
7.0,2012-2013,Dallas Mavericks,0,82,19980,0.462,13.0,0.764,0.242,0.179,0.16,0.182,0.23600000000000002,0.489,0.627,0.43200000000000005,0.41200000000000003,0.431,0.37200000000000005,0.5379999999999999,0.031,196,0.198,813,0.86,0.23199999999999998,0.363,18.0,0.0
8.0,2012-2013,Denver Nuggets,1,82,19905,0.478,10.4,0.7829999999999999,0.415,0.172,0.08,0.115,0.217,0.516,0.655,0.368,0.34700000000000003,0.35200000000000004,0.34299999999999997,0.551,0.1,642,0.3,1200,0.862,0.345,0.35100000000000003,21.0,0.0
9.0,2012-2013,Detroit Pistons,0,82,19805,0.449,11.1,0.7829999999999999,0.37,0.172,0.07200000000000001,0.16899999999999998,0.217,0.474,0.609,0.34700000000000003,0.34,0.366,0.35600000000000004,0.514,0.054000000000000006,320,0.301,1125,0.9259999999999999,0.267,0.35600000000000004,16.0,0.0
10.0,2012-2013,Golden State Warriors,1,82,19805,0.45799999999999996,13.5,0.7609999999999999,0.242,0.17300000000000001,0.11800000000000001,0.22899999999999998,0.239,0.475,0.65,0.361,0.391,0.418,0.40299999999999997,0.542,0.045,284,0.188,767,0.769,0.226,0.461,21.0,1.0
11.0,2012-2013,Houston Rockets,1,82,19780,0.461,12.8,0.6509999999999999,0.341,0.156,0.048,0.106,0.349,0.511,0.653,0.35,0.33799999999999997,0.37200000000000005,0.366,0.52,0.066,415,0.28,1091,0.841,0.29,0.392,11.0,2.0
12.0,2012-2013,Indiana Pacers,1,81,19590,0.436,12.7,0.755,0.271,0.19,0.11599999999999999,0.17800000000000002,0.245,0.465,0.612,0.39899999999999997,0.375,0.371,0.34700000000000003,0.513,0.048,283,0.203,742,0.847,0.251,0.364,23.0,0.0
13.0,2012-2013,Los Angeles Clippers,1,82,19730,0.478,13.0,0.735,0.281,0.17,0.08900000000000001,0.195,0.265,0.522,0.677,0.46,0.43200000000000005,0.392,0.358,0.556,0.092,557,0.19399999999999998,760,0.877,0.33399999999999996,0.381,9.0,0.0
14.0,2012-2013,Los Angeles Lakers,1,82,19755,0.45799999999999996,13.3,0.6970000000000001,0.281,0.17,0.08900000000000001,0.158,0.303,0.503,0.649,0.396,0.424,0.402,0.355,0.518,0.057,356,0.217,853,0.8590000000000001,0.257,0.375,19.0,0.0
15.0,2012-2013,Memphis Grizzlies,1,82,19805,0.444,11.5,0.8340000000000001,0.304,0.196,0.125,0.21,0.166,0.46299999999999997,0.583,0.38299999999999995,0.405,0.4,0.345,0.5329999999999999,0.044000000000000004,255,0.23800000000000002,858,0.885,0.287,0.396,12.0,0.0
16.0,2012-2013,Miami Heat,1,82,19880,0.496,13.2,0.715,0.297,0.127,0.099,0.192,0.285,0.536,0.7040000000000001,0.401,0.387,0.441,0.396,0.522,0.066,392,0.223,910,0.866,0.384,0.433,6.0,0.0
17.0,2012-2013,Milwaukee Bucks,1,82,19830,0.435,12.2,0.768,0.32,0.14300000000000002,0.122,0.183,0.23199999999999998,0.457,0.589,0.331,0.391,0.369,0.36,0.5479999999999999,0.04,269,0.252,985,0.8170000000000001,0.23399999999999999,0.384,9.0,0.0
18.0,2012-2013,Minnesota Timberwolves,0,82,19730,0.439,12.3,0.78,0.331,0.139,0.083,0.22699999999999998,0.22,0.47700000000000004,0.613,0.32799999999999996,0.415,0.39299999999999996,0.305,0.5920000000000001,0.051,313,0.263,978,0.7979999999999999,0.226,0.345,10.0,0.0
19.0,2012-2013,New Orleans Hornets,0,82,19780,0.44799999999999995,12.1,0.7759999999999999,0.298,0.20800000000000002,0.095,0.175,0.22399999999999998,0.473,0.614,0.379,0.371,0.402,0.363,0.521,0.055999999999999994,329,0.22899999999999998,816,0.858,0.17600000000000002,0.382,16.0,0.0
20.0,2012-2013,New York Knicks,1,82,19730,0.44799999999999995,14.6,0.6459999999999999,0.28,0.096,0.083,0.188,0.354,0.48700000000000004,0.613,0.37200000000000005,0.38,0.40700000000000003,0.376,0.39799999999999996,0.049,302,0.218,796,0.833,0.23600000000000002,0.377,30.0,2.0
