RANK,SEASON,TEAM,PLAYOFF_TEAM,G,MP,FG%,AVERAGE_DISTANCE,%FGA_2P,%FGA_0-3,%FGA_3-10,%FGA_10-16,FGA_16-3PT,%FGA_3P,FG%_2P,FG%_0-3,FG%_3-10,FG%_10-16,FG%_16-3PT,FG%_3P,%ASTD_2P,%FGA_DUNKS,DUNKS_MADE,%FGA_LAYUPS,LAYUPS_MADE,%ASTD_3P,%FGA3P_CORNER,FG%3_CORNER,HEAVE_ATTEMPTS,HEAVE_MAKES
21.0,2012-2013,Oklahoma City Thunder,1,82,19830,0.48100000000000004,12.6,0.7559999999999999,0.294,0.146,0.13,0.18600000000000003,0.244,0.514,0.677,0.389,0.43700000000000006,0.409,0.377,0.49200000000000005,0.071,418,0.207,812,0.851,0.252,0.44,13.0,1.0
22.0,2012-2013,Orlando Magic,0,82,19780,0.44799999999999995,12.6,0.777,0.289,0.166,0.11599999999999999,0.20600000000000002,0.223,0.48200000000000004,0.622,0.425,0.39399999999999996,0.382,0.32899999999999996,0.563,0.04,246,0.226,931,0.82,0.228,0.371,6.0,0.0
23.0,2012-2013,Philadelphia 76ers,0,82,19755,0.444,12.7,0.7909999999999999,0.263,0.153,0.147,0.228,0.209,0.466,0.62,0.381,0.409,0.381,0.36,0.56,0.036000000000000004,236,0.204,792,0.855,0.3,0.381,11.0,0.0
24.0,2012-2013,Phoenix Suns,0,82,19805,0.44299999999999995,12.7,0.79,0.281,0.158,0.113,0.237,0.21,0.473,0.6459999999999999,0.345,0.38,0.396,0.33,0.564,0.036000000000000004,226,0.23399999999999999,1001,0.831,0.276,0.366,12.0,0.0
25.0,2012-2013,Portland Trail Blazers,0,82,19855,0.44799999999999995,13.6,0.716,0.284,0.126,0.095,0.21100000000000002,0.284,0.486,0.62,0.381,0.426,0.39399999999999996,0.353,0.529,0.059000000000000004,359,0.212,779,0.816,0.239,0.397,13.0,0.0
26.0,2012-2013,Sacramento Kings,0,82,19830,0.447,12.2,0.757,0.29100000000000004,0.21100000000000002,0.08199999999999999,0.172,0.243,0.474,0.63,0.392,0.385,0.354,0.363,0.491,0.04,247,0.252,1044,0.807,0.265,0.384,15.0,1.0
27.0,2012-2013,San Antonio Spurs,1,82,19880,0.48100000000000004,12.5,0.736,0.298,0.17800000000000002,0.096,0.163,0.264,0.519,0.6629999999999999,0.41100000000000003,0.433,0.423,0.376,0.5720000000000001,0.034,207,0.26899999999999996,1127,0.905,0.35,0.41200000000000003,12.0,0.0
28.0,2012-2013,Toronto Raptors,0,82,19980,0.446,13.5,0.7509999999999999,0.239,0.16899999999999998,0.12300000000000001,0.22,0.249,0.48,0.655,0.42700000000000005,0.40399999999999997,0.37200000000000005,0.34299999999999997,0.541,0.057,353,0.18,679,0.809,0.21,0.355,9.0,0.0
29.0,2012-2013,Utah Jazz,0,82,19880,0.45399999999999996,12.5,0.794,0.27399999999999997,0.192,0.105,0.22399999999999998,0.20600000000000002,0.47700000000000004,0.662,0.377,0.375,0.38299999999999995,0.366,0.5539999999999999,0.052000000000000005,318,0.21,851,0.893,0.21899999999999997,0.37799999999999995,16.0,0.0
30.0,2012-2013,Washington Wizards,0,82,19855,0.435,13.1,0.777,0.23800000000000002,0.177,0.145,0.21600000000000003,0.223,0.455,0.623,0.39299999999999996,0.371,0.377,0.365,0.5429999999999999,0.047,296,0.188,675,0.9009999999999999,0.33,0.457,8.0,0.0
1.0,2013-2014,Atlanta Hawks,1,82,19830,0.45799999999999996,13.4,0.684,0.263,0.174,0.102,0.145,0.316,0.502,0.643,0.409,0.419,0.413,0.363,0.598,0.026000000000000002,154,0.242,989,0.87,0.268,0.386,13.0,1.0
2.0,2013-2014,Boston Celtics,0,82,19730,0.435,13.3,0.7490000000000001,0.273,0.14800000000000002,0.109,0.21899999999999997,0.251,0.47,0.607,0.348,0.424,0.40299999999999997,0.33299999999999996,0.51,0.039,239,0.217,835,0.852,0.242,0.39,15.0,0.0
3.0,2013-2014,Brooklyn Nets,1,82,19880,0.45899999999999996,13.6,0.6990000000000001,0.256,0.171,0.11199999999999999,0.16,0.301,0.49700000000000005,0.642,0.413,0.42700000000000005,0.405,0.369,0.491,0.052000000000000005,309,0.20199999999999999,743,0.88,0.243,0.391,20.0,0.0
4.0,2013-2014,Charlotte Bobcats,1,82,19905,0.442,12.6,0.7809999999999999,0.29,0.151,0.122,0.218,0.21899999999999997,0.46799999999999997,0.607,0.414,0.409,0.35200000000000004,0.35100000000000003,0.539,0.04,253,0.245,910,0.8740000000000001,0.209,0.371,17.0,0.0
5.0,2013-2014,Chicago Bulls,1,82,19930,0.43200000000000005,12.7,0.778,0.297,0.14800000000000002,0.11199999999999999,0.222,0.222,0.456,0.597,0.33399999999999996,0.373,0.392,0.348,0.611,0.035,210,0.254,915,0.8540000000000001,0.22,0.38299999999999995,20.0,3.0
6.0,2013-2014,Cleveland Cavaliers,0,82,19930,0.43700000000000006,12.8,0.764,0.26899999999999996,0.17,0.128,0.19699999999999998,0.23600000000000002,0.461,0.583,0.38799999999999996,0.39399999999999996,0.402,0.35600000000000004,0.513,0.045,278,0.212,791,0.82,0.252,0.373,19.0,0.0
7.0,2013-2014,Dallas Mavericks,1,82,19830,0.474,13.2,0.726,0.262,0.156,0.135,0.17300000000000001,0.27399999999999997,0.508,0.655,0.418,0.426,0.428,0.384,0.52,0.047,308,0.20600000000000002,856,0.861,0.19899999999999998,0.41200000000000003,15.0,0.0
8.0,2013-2014,Denver Nuggets,0,82,19755,0.447,12.5,0.722,0.309,0.182,0.08,0.15,0.278,0.48100000000000004,0.634,0.373,0.35100000000000003,0.366,0.358,0.518,0.066,425,0.233,933,0.813,0.24,0.41600000000000004,20.0,0.0
9.0,2013-2014,Detroit Pistons,0,82,19780,0.447,11.1,0.778,0.35600000000000004,0.19699999999999998,0.068,0.157,0.222,0.483,0.64,0.344,0.369,0.348,0.321,0.493,0.052000000000000005,342,0.284,1204,0.779,0.251,0.396,24.0,0.0
10.0,2013-2014,Golden State Warriors,1,82,19830,0.462,13.4,0.7090000000000001,0.264,0.17600000000000002,0.1,0.16899999999999998,0.29100000000000004,0.496,0.654,0.39399999999999996,0.396,0.41200000000000003,0.38,0.54,0.055,363,0.188,777,0.753,0.24,0.413,21.0,0.0
11.0,2013-2014,Houston Rockets,1,82,19830,0.47200000000000003,11.9,0.67,0.341,0.214,0.049,0.065,0.33,0.529,0.6629999999999999,0.405,0.391,0.34299999999999997,0.358,0.47200000000000003,0.078,481,0.276,1046,0.8340000000000001,0.23,0.389,11.0,1.0
12.0,2013-2014,Indiana Pacers,1,82,19780,0.449,13.0,0.765,0.249,0.188,0.124,0.205,0.235,0.47700000000000004,0.611,0.418,0.382,0.425,0.35700000000000004,0.498,0.03,180,0.218,831,0.831,0.24600000000000002,0.406,14.0,0.0
13.0,2013-2014,Los Angeles Clippers,1,82,19755,0.474,13.8,0.7090000000000001,0.267,0.13699999999999998,0.09699999999999999,0.20800000000000002,0.29100000000000004,0.525,0.7070000000000001,0.408,0.42200000000000004,0.415,0.35200000000000004,0.568,0.081,496,0.188,817,0.847,0.28600000000000003,0.401,11.0,1.0
14.0,2013-2014,Los Angeles Lakers,0,82,19705,0.45,13.5,0.7090000000000001,0.247,0.177,0.11599999999999999,0.16899999999999998,0.29100000000000004,0.478,0.64,0.40700000000000003,0.392,0.375,0.381,0.569,0.045,283,0.20199999999999999,843,0.8540000000000001,0.239,0.405,6.0,0.0
15.0,2013-2014,Memphis Grizzlies,1,82,19805,0.46399999999999997,11.3,0.8290000000000001,0.301,0.223,0.115,0.191,0.171,0.48700000000000004,0.631,0.41100000000000003,0.42,0.391,0.353,0.526,0.036000000000000004,222,0.245,990,0.894,0.28,0.368,17.0,1.0
16.0,2013-2014,Miami Heat,1,82,19880,0.501,12.8,0.708,0.33,0.127,0.084,0.168,0.292,0.5579999999999999,0.6970000000000001,0.467,0.433,0.413,0.364,0.509,0.064,383,0.255,1018,0.88,0.37200000000000005,0.429,5.0,1.0
17.0,2013-2014,Milwaukee Bucks,0,82,19880,0.43799999999999994,12.1,0.769,0.314,0.168,0.106,0.182,0.231,0.46399999999999997,0.584,0.365,0.389,0.392,0.353,0.547,0.038,232,0.25,924,0.812,0.182,0.375,5.0,0.0
18.0,2013-2014,Minnesota Timberwolves,0,82,19855,0.444,12.1,0.755,0.33399999999999996,0.157,0.091,0.174,0.245,0.478,0.619,0.386,0.348,0.358,0.341,0.564,0.042,278,0.27699999999999997,1140,0.838,0.22399999999999998,0.332,14.0,1.0
19.0,2013-2014,New Orleans Pelicans,0,82,19855,0.45899999999999996,11.5,0.807,0.332,0.183,0.107,0.184,0.193,0.479,0.598,0.37,0.419,0.409,0.373,0.506,0.05,305,0.276,1027,0.866,0.231,0.382,20.0,0.0
20.0,2013-2014,New York Knicks,0,82,19855,0.449,14.4,0.698,0.252,0.11199999999999999,0.111,0.222,0.302,0.48200000000000004,0.628,0.355,0.41200000000000003,0.41700000000000004,0.37200000000000005,0.45,0.055,342,0.185,688,0.818,0.207,0.39399999999999996,21.0,0.0
21.0,2013-2014,Oklahoma City Thunder,1,82,19805,0.47100000000000003,13.0,0.7290000000000001,0.282,0.149,0.131,0.16699999999999998,0.271,0.512,0.6679999999999999,0.391,0.434,0.418,0.361,0.521,0.071,445,0.193,767,0.715,0.239,0.353,17.0,0.0
22.0,2013-2014,Orlando Magic,0,82,19955,0.445,13.1,0.765,0.27699999999999997,0.152,0.10300000000000001,0.23199999999999998,0.235,0.474,0.601,0.385,0.434,0.39899999999999997,0.353,0.523,0.036000000000000004,230,0.22399999999999998,844,0.7829999999999999,0.284,0.359,14.0,0.0
23.0,2013-2014,Philadelphia 76ers,0,82,19855,0.435,11.4,0.742,0.353,0.19,0.087,0.111,0.258,0.47700000000000004,0.601,0.35600000000000004,0.374,0.373,0.312,0.507,0.043,282,0.297,1192,0.879,0.193,0.331,13.0,3.0
24.0,2013-2014,Phoenix Suns,0,82,19755,0.46299999999999997,13.1,0.7,0.29,0.149,0.11800000000000001,0.14300000000000002,0.3,0.503,0.648,0.374,0.43,0.40299999999999997,0.37200000000000005,0.38799999999999996,0.05,305,0.226,935,0.8240000000000001,0.273,0.40399999999999997,16.0,0.0
25.0,2013-2014,Portland Trail Blazers,1,82,19855,0.45,13.9,0.71,0.258,0.133,0.11,0.20800000000000002,0.29,0.48100000000000004,0.628,0.368,0.387,0.42200000000000004,0.37200000000000005,0.523,0.040999999999999995,269,0.19899999999999998,825,0.816,0.252,0.39,10.0,0.0
26.0,2013-2014,Sacramento Kings,0,82,19830,0.447,12.3,0.782,0.249,0.239,0.106,0.188,0.218,0.479,0.665,0.391,0.41200000000000003,0.38299999999999995,0.33299999999999996,0.46299999999999997,0.055999999999999994,338,0.205,845,0.76,0.205,0.374,8.0,1.0
27.0,2013-2014,San Antonio Spurs,1,82,19755,0.486,12.6,0.743,0.287,0.185,0.09,0.18100000000000002,0.257,0.517,0.6729999999999999,0.43700000000000006,0.389,0.413,0.397,0.5539999999999999,0.033,204,0.252,1114,0.872,0.299,0.41,11.0,0.0
28.0,2013-2014,Toronto Raptors,1,82,19955,0.445,13.6,0.715,0.226,0.20600000000000002,0.10300000000000001,0.18100000000000002,0.285,0.475,0.642,0.41700000000000004,0.402,0.37200000000000005,0.37200000000000005,0.501,0.043,260,0.177,692,0.835,0.259,0.38799999999999996,12.0,2.0
29.0,2013-2014,Utah Jazz,0,82,19780,0.444,12.7,0.763,0.281,0.177,0.106,0.19899999999999998,0.237,0.474,0.653,0.36700000000000005,0.374,0.37200000000000005,0.344,0.486,0.052000000000000005,314,0.21100000000000002,844,0.91,0.244,0.39299999999999996,21.0,0.0
30.0,2013-2014,Washington Wizards,1,82,20055,0.45899999999999996,13.2,0.754,0.273,0.14300000000000002,0.11599999999999999,0.221,0.24600000000000002,0.485,0.6759999999999999,0.374,0.366,0.384,0.38,0.525,0.046,305,0.218,924,0.895,0.306,0.401,14.0,1.0
1.0,2014-2015,Atlanta Hawks,1,82,19730,0.466,13.2,0.679,0.29,0.158,0.08,0.151,0.321,0.506,0.636,0.392,0.386,0.441,0.38,0.591,0.038,225,0.249,1000,0.9179999999999999,0.275,0.42100000000000004,3.0,0.0
2.0,2014-2015,Boston Celtics,1,82,19880,0.44299999999999995,13.3,0.72,0.27899999999999997,0.145,0.10300000000000001,0.193,0.28,0.488,0.623,0.38299999999999995,0.408,0.41600000000000004,0.327,0.565,0.040999999999999995,267,0.228,958,0.877,0.204,0.374,16.0,0.0
3.0,2014-2015,Brooklyn Nets,1,82,19930,0.451,12.4,0.76,0.268,0.213,0.11599999999999999,0.16399999999999998,0.24,0.489,0.617,0.444,0.406,0.396,0.331,0.488,0.04,243,0.218,860,0.887,0.284,0.391,24.0,0.0
4.0,2014-2015,Chicago Bulls,1,82,19880,0.442,12.6,0.731,0.308,0.156,0.099,0.163,0.26899999999999996,0.474,0.589,0.39399999999999996,0.373,0.401,0.353,0.525,0.038,237,0.261,950,0.8420000000000001,0.21600000000000003,0.386,18.0,2.0
5.0,2014-2015,Charlotte Hornets,0,82,19905,0.42,13.2,0.774,0.263,0.153,0.124,0.23399999999999999,0.226,0.45,0.5710000000000001,0.381,0.38799999999999996,0.391,0.318,0.521,0.032,202,0.22,800,0.7909999999999999,0.177,0.39,16.0,0.0
6.0,2014-2015,Cleveland Cavaliers,1,82,19780,0.45799999999999996,13.2,0.6659999999999999,0.295,0.156,0.092,0.124,0.33399999999999996,0.504,0.649,0.358,0.387,0.43200000000000005,0.36700000000000005,0.509,0.064,393,0.215,848,0.8029999999999999,0.289,0.364,4.0,1.0
7.0,2014-2015,Dallas Mavericks,1,82,19880,0.46299999999999997,13.3,0.7040000000000001,0.287,0.142,0.094,0.182,0.29600000000000004,0.509,0.6609999999999999,0.379,0.42,0.41700000000000004,0.35200000000000004,0.48200000000000004,0.057,364,0.22,933,0.857,0.22899999999999998,0.39299999999999996,10.0,1.0
8.0,2014-2015,Denver Nuggets,0,82,19880,0.433,12.7,0.716,0.297,0.177,0.09,0.151,0.284,0.47600000000000003,0.624,0.349,0.397,0.38,0.325,0.506,0.057,358,0.22399999999999998,901,0.8390000000000001,0.23600000000000002,0.344,22.0,1.0
9.0,2014-2015,Detroit Pistons,0,82,19830,0.43200000000000005,12.2,0.71,0.32299999999999995,0.192,0.065,0.128,0.29,0.46799999999999997,0.601,0.32899999999999996,0.381,0.386,0.344,0.512,0.043,273,0.247,981,0.815,0.24,0.396,20.0,0.0
10.0,2014-2015,Golden State Warriors,1,82,19730,0.478,13.5,0.6890000000000001,0.28600000000000003,0.145,0.10400000000000001,0.154,0.311,0.514,0.675,0.371,0.44299999999999995,0.397,0.39799999999999996,0.602,0.062,396,0.20600000000000002,939,0.821,0.221,0.46,24.0,0.0
11.0,2014-2015,Houston Rockets,1,82,19805,0.444,13.2,0.608,0.309,0.184,0.047,0.068,0.392,0.506,0.636,0.391,0.35100000000000003,0.32799999999999996,0.348,0.496,0.057,361,0.252,976,0.833,0.327,0.39299999999999996,17.0,0.0
12.0,2014-2015,Indiana Pacers,0,82,19855,0.439,13.5,0.745,0.244,0.17300000000000001,0.105,0.222,0.255,0.469,0.604,0.4,0.377,0.418,0.35200000000000004,0.516,0.027000000000000003,155,0.203,797,0.858,0.266,0.38299999999999995,17.0,0.0
13.0,2014-2015,Los Angeles Clippers,1,82,19730,0.473,14.5,0.6779999999999999,0.24100000000000002,0.11900000000000001,0.096,0.217,0.322,0.519,0.682,0.406,0.436,0.434,0.376,0.563,0.063,386,0.166,705,0.82,0.264,0.39399999999999996,11.0,0.0
14.0,2014-2015,Los Angeles Lakers,0,82,19930,0.435,13.0,0.78,0.263,0.151,0.131,0.23199999999999998,0.22,0.461,0.6509999999999999,0.35,0.376,0.366,0.344,0.527,0.043,276,0.205,859,0.726,0.183,0.396,7.0,0.0
15.0,2014-2015,Memphis Grizzlies,1,82,19905,0.45799999999999996,11.5,0.816,0.305,0.20199999999999999,0.13,0.179,0.184,0.485,0.625,0.40399999999999997,0.419,0.386,0.33899999999999997,0.528,0.028999999999999998,173,0.263,1074,0.865,0.262,0.38299999999999995,22.0,2.0
16.0,2014-2015,Miami Heat,0,82,19730,0.456,12.8,0.738,0.294,0.141,0.11800000000000001,0.184,0.262,0.499,0.629,0.43799999999999994,0.425,0.386,0.335,0.48100000000000004,0.047,277,0.23800000000000002,860,0.905,0.318,0.375,17.0,1.0
17.0,2014-2015,Milwaukee Bucks,1,82,19930,0.45899999999999996,11.9,0.777,0.337,0.13699999999999998,0.111,0.193,0.223,0.486,0.609,0.35200000000000004,0.43700000000000006,0.39399999999999996,0.363,0.57,0.052000000000000005,320,0.259,977,0.89,0.316,0.40299999999999997,4.0,0.0
18.0,2014-2015,Minnesota Timberwolves,0,82,19805,0.43799999999999994,12.0,0.821,0.284,0.17600000000000002,0.122,0.23399999999999999,0.179,0.461,0.624,0.36,0.408,0.36700000000000005,0.332,0.557,0.054000000000000006,332,0.217,826,0.825,0.217,0.368,12.0,0.0
19.0,2014-2015,New Orleans Pelicans,1,82,19780,0.457,11.9,0.767,0.34700000000000003,0.152,0.098,0.16899999999999998,0.233,0.484,0.5920000000000001,0.385,0.406,0.39799999999999996,0.37,0.513,0.05,313,0.28600000000000003,1052,0.875,0.239,0.41200000000000003,17.0,0.0
20.0,2014-2015,New York Knicks,0,82,19855,0.428,13.7,0.76,0.239,0.146,0.125,0.24600000000000002,0.24,0.45399999999999996,0.588,0.363,0.397,0.41,0.34700000000000003,0.55,0.035,213,0.198,715,0.836,0.187,0.35100000000000003,16.0,1.0
21.0,2014-2015,Oklahoma City Thunder,0,82,19830,0.447,12.4,0.738,0.302,0.158,0.113,0.165,0.262,0.486,0.616,0.384,0.43700000000000006,0.377,0.33899999999999997,0.461,0.051,328,0.233,933,0.797,0.247,0.373,12.0,0.0
22.0,2014-2015,Orlando Magic,0,82,19755,0.45299999999999996,12.0,0.765,0.315,0.184,0.094,0.172,0.235,0.486,0.613,0.385,0.384,0.41600000000000004,0.34700000000000003,0.48,0.052000000000000005,315,0.24100000000000002,929,0.868,0.26,0.373,11.0,0.0
23.0,2014-2015,Philadelphia 76ers,0,82,19805,0.408,12.4,0.6809999999999999,0.318,0.172,0.068,0.114,0.319,0.449,0.5920000000000001,0.318,0.325,0.317,0.32,0.52,0.051,318,0.257,938,0.873,0.17800000000000002,0.341,16.0,0.0
24.0,2014-2015,Phoenix Suns,0,82,19880,0.452,13.1,0.7090000000000001,0.293,0.139,0.125,0.153,0.29100000000000004,0.49700000000000005,0.644,0.373,0.429,0.382,0.341,0.44299999999999995,0.045,291,0.237,1009,0.8009999999999999,0.289,0.36200000000000004,19.0,1.0
25.0,2014-2015,Portland Trail Blazers,1,82,19855,0.45,14.2,0.684,0.247,0.134,0.11199999999999999,0.19,0.316,0.491,0.652,0.41100000000000003,0.402,0.392,0.36200000000000004,0.495,0.034,227,0.193,834,0.7759999999999999,0.249,0.391,14.0,0.0
26.0,2014-2015,Sacramento Kings,0,82,19855,0.455,11.5,0.7959999999999999,0.299,0.222,0.094,0.18100000000000002,0.204,0.484,0.655,0.355,0.41700000000000004,0.395,0.341,0.503,0.066,391,0.239,937,0.8370000000000001,0.299,0.36700000000000005,12.0,0.0
27.0,2014-2015,San Antonio Spurs,1,82,19955,0.46799999999999997,12.5,0.731,0.276,0.203,0.10300000000000001,0.14800000000000002,0.26899999999999996,0.505,0.636,0.461,0.40299999999999997,0.39399999999999996,0.36700000000000005,0.544,0.027999999999999997,172,0.239,999,0.919,0.287,0.425,10.0,0.0
28.0,2014-2015,Toronto Raptors,1,82,19855,0.455,13.2,0.698,0.253,0.195,0.10400000000000001,0.146,0.302,0.499,0.6459999999999999,0.446,0.39299999999999996,0.39299999999999996,0.35200000000000004,0.47600000000000003,0.042,259,0.193,781,0.7809999999999999,0.261,0.413,10.0,0.0
29.0,2014-2015,Utah Jazz,0,82,19705,0.447,12.6,0.726,0.29600000000000004,0.17300000000000001,0.096,0.161,0.27399999999999997,0.486,0.6729999999999999,0.332,0.395,0.363,0.34299999999999997,0.473,0.066,401,0.214,830,0.9,0.275,0.376,18.0,1.0
30.0,2014-2015,Washington Wizards,1,82,19955,0.462,12.6,0.797,0.28600000000000003,0.142,0.138,0.23,0.203,0.488,0.6579999999999999,0.385,0.409,0.389,0.36,0.578,0.05,327,0.22,879,0.889,0.27899999999999997,0.371,12.0,0.0
1.0,2015-2016,Atlanta Hawks,1,82,19830,0.45799999999999996,12.7,0.664,0.326,0.121,0.078,0.138,0.336,0.512,0.623,0.377,0.431,0.415,0.35,0.5820000000000001,0.037000000000000005,222,0.293,1182,0.8959999999999999,0.244,0.36,12.0,1.0
2.0,2015-2016,Boston Celtics,1,82,19780,0.439,12.4,0.7070000000000001,0.318,0.141,0.094,0.154,0.293,0.483,0.624,0.355,0.37799999999999995,0.373,0.335,0.546,0.025,169,0.29,1262,0.856,0.23199999999999998,0.345,12.0,0.0
3.0,2015-2016,Brooklyn Nets,0,82,19755,0.45299999999999996,11.6,0.782,0.284,0.21100000000000002,0.106,0.18100000000000002,0.218,0.48100000000000004,0.608,0.426,0.40399999999999997,0.392,0.35200000000000004,0.53,0.032,202,0.266,1038,0.8440000000000001,0.309,0.391,13.0,0.0
4.0,2015-2016,Chicago Bulls,0,82,19905,0.441,12.2,0.7559999999999999,0.29100000000000004,0.162,0.11699999999999999,0.185,0.244,0.46399999999999997,0.573,0.391,0.4,0.39799999999999996,0.371,0.515,0.039,255,0.262,966,0.883,0.22399999999999998,0.397,16.0,1.0
5.0,2015-2016,Charlotte Hornets,1,82,19855,0.439,13.7,0.652,0.27399999999999997,0.129,0.09300000000000001,0.156,0.348,0.479,0.599,0.39399999999999996,0.38299999999999995,0.397,0.36200000000000004,0.48200000000000004,0.028999999999999998,177,0.248,962,0.84,0.171,0.409,9.0,1.0
6.0,2015-2016,Cleveland Cavaliers,1,82,19855,0.46,13.3,0.648,0.28,0.149,0.095,0.125,0.35200000000000004,0.514,0.6579999999999999,0.391,0.37799999999999995,0.43799999999999994,0.36200000000000004,0.48100000000000004,0.057,358,0.22699999999999998,920,0.861,0.26,0.391,5.0,1.0
7.0,2015-2016,Dallas Mavericks,1,82,20005,0.444,13.7,0.6609999999999999,0.243,0.149,0.111,0.159,0.33899999999999997,0.495,0.6559999999999999,0.369,0.431,0.41200000000000003,0.344,0.5,0.033,214,0.214,879,0.847,0.213,0.39,17.0,0.0
8.0,2015-2016,Denver Nuggets,0,82,19830,0.442,11.8,0.723,0.342,0.158,0.08,0.142,0.27699999999999997,0.48200000000000004,0.586,0.389,0.373,0.397,0.33799999999999997,0.5429999999999999,0.055,356,0.287,1053,0.8109999999999999,0.21,0.34,18.0,2.0
9.0,2015-2016,Detroit Pistons,1,82,19880,0.439,12.3,0.6970000000000001,0.294,0.184,0.10400000000000001,0.11599999999999999,0.303,0.48,0.61,0.369,0.41,0.38799999999999996,0.345,0.42200000000000004,0.037000000000000005,232,0.258,1032,0.8029999999999999,0.254,0.374,30.0,1.0
10.0,2015-2016,Golden State Warriors,1,82,19880,0.48700000000000004,13.5,0.638,0.301,0.125,0.09300000000000001,0.11900000000000001,0.36200000000000004,0.528,0.66,0.36200000000000004,0.42200000000000004,0.452,0.41600000000000004,0.626,0.062,402,0.242,1032,0.792,0.22899999999999998,0.413,22.0,2.0
11.0,2015-2016,Houston Rockets,1,82,19830,0.452,12.5,0.63,0.321,0.16399999999999998,0.064,0.08199999999999999,0.37,0.514,0.6509999999999999,0.35600000000000004,0.4,0.379,0.34700000000000003,0.508,0.07,442,0.266,1022,0.7929999999999999,0.307,0.36,21.0,0.0
12.0,2015-2016,Indiana Pacers,1,82,19880,0.45,13.1,0.73,0.27,0.133,0.10800000000000001,0.21899999999999997,0.27,0.486,0.635,0.435,0.39,0.381,0.35100000000000003,0.48700000000000004,0.038,245,0.24,981,0.804,0.273,0.39799999999999996,13.0,0.0
13.0,2015-2016,Los Angeles Clippers,1,82,19830,0.465,14.2,0.6759999999999999,0.239,0.129,0.09300000000000001,0.215,0.324,0.513,0.675,0.43799999999999994,0.425,0.41700000000000004,0.364,0.526,0.057,346,0.195,787,0.799,0.226,0.405,14.0,0.0
14.0,2015-2016,Los Angeles Lakers,0,82,19730,0.414,13.0,0.71,0.255,0.163,0.125,0.168,0.29,0.45399999999999996,0.59,0.40299999999999997,0.369,0.358,0.317,0.45,0.049,307,0.207,738,0.7340000000000001,0.192,0.33,20.0,0.0
15.0,2015-2016,Memphis Grizzlies,1,82,19830,0.44,11.4,0.778,0.313,0.19,0.10300000000000001,0.172,0.222,0.47100000000000003,0.583,0.389,0.41600000000000004,0.392,0.331,0.502,0.037000000000000005,218,0.285,1053,0.8590000000000001,0.267,0.32299999999999995,21.0,2.0
16.0,2015-2016,Miami Heat,1,82,19830,0.47,11.6,0.779,0.303,0.166,0.128,0.182,0.221,0.508,0.6629999999999999,0.42200000000000004,0.40700000000000003,0.401,0.336,0.47,0.054000000000000006,341,0.249,1000,0.9279999999999999,0.37200000000000005,0.358,15.0,1.0
17.0,2015-2016,Milwaukee Bucks,0,82,19830,0.467,10.1,0.8109999999999999,0.365,0.19,0.106,0.149,0.18899999999999997,0.495,0.617,0.402,0.397,0.387,0.345,0.555,0.071,446,0.29,1066,0.895,0.281,0.354,14.0,0.0
18.0,2015-2016,Minnesota Timberwolves,0,82,19880,0.46399999999999997,11.9,0.7979999999999999,0.298,0.16,0.10099999999999999,0.239,0.20199999999999999,0.496,0.6609999999999999,0.41,0.37200000000000005,0.4,0.33799999999999997,0.578,0.061,376,0.24100000000000002,943,0.855,0.20800000000000002,0.386,8.0,0.0
19.0,2015-2016,New Orleans Pelicans,0,82,19780,0.44799999999999995,12.5,0.723,0.304,0.14400000000000002,0.10099999999999999,0.174,0.27699999999999997,0.48200000000000004,0.597,0.38,0.385,0.419,0.36,0.51,0.059000000000000004,369,0.255,948,0.8079999999999999,0.22899999999999998,0.332,12.0,1.0
20.0,2015-2016,New York Knicks,0,82,19805,0.439,13.0,0.7440000000000001,0.245,0.154,0.14300000000000002,0.201,0.256,0.47100000000000003,0.585,0.425,0.40700000000000003,0.41200000000000003,0.34600000000000003,0.47700000000000004,0.031,200,0.217,797,0.8690000000000001,0.231,0.405,13.0,0.0
21.0,2015-2016,Oklahoma City Thunder,1,82,19830,0.47600000000000003,11.9,0.725,0.33,0.126,0.122,0.146,0.275,0.524,0.626,0.43799999999999994,0.478,0.41,0.349,0.508,0.07,447,0.262,1010,0.758,0.29100000000000004,0.35700000000000004,6.0,0.0
22.0,2015-2016,Orlando Magic,0,82,19905,0.455,12.5,0.745,0.29600000000000004,0.15,0.09300000000000001,0.20600000000000002,0.255,0.49200000000000005,0.609,0.42200000000000004,0.409,0.409,0.35,0.528,0.045,284,0.253,1009,0.873,0.24100000000000002,0.37,21.0,0.0
23.0,2015-2016,Philadelphia 76ers,0,82,19805,0.431,12.4,0.6729999999999999,0.311,0.166,0.096,0.099,0.327,0.47600000000000003,0.628,0.341,0.361,0.33799999999999997,0.33899999999999997,0.501,0.061,377,0.253,983,0.861,0.23399999999999999,0.366,14.0,1.0
24.0,2015-2016,Phoenix Suns,0,82,19705,0.435,12.6,0.698,0.3,0.151,0.092,0.155,0.302,0.47200000000000003,0.614,0.349,0.396,0.36200000000000004,0.348,0.47,0.055999999999999994,351,0.25,948,0.831,0.226,0.368,12.0,0.0
25.0,2015-2016,Portland Trail Blazers,1,82,19805,0.45,13.3,0.6679999999999999,0.282,0.13699999999999998,0.092,0.157,0.332,0.49,0.607,0.361,0.436,0.423,0.37,0.469,0.052000000000000005,328,0.23199999999999998,872,0.7709999999999999,0.23800000000000002,0.38799999999999996,11.0,0.0
