"bbref_id","season","age","experience","team","league","position","games_played","minutes_played","on_court_plus_minus","off_court_plus_minus","prop_pg","prop_sg","prop_sf","prop_pf","prop_c","minutes_pg","minutes_sg","minutes_sf","minutes_pf","minutes_c","position_minutes","position_numeric","team_flag","advanced_position_cluster"
"chandwi01",2011,23,4,"TOT","NBA","SF",72,2401,4,1.3,0,0.11,0.74,0.14,0,0,264.11,1776.74,336.14,0,"SF",3,TRUE,"Wing"
"chandwi01",2012,24,5,"DEN","NBA","SF",8,215,-4.7,-8.6,0,0,0.87,0.13,0,0,0,187.05,27.95,0,"SF",3.13,TRUE,"Wing"
"chandwi01",2013,25,6,"DEN","NBA","PF",43,1079,8.9,5,0,0,0.12,0.86,0.02,0,0,129.48,927.94,21.58,"PF",3.9,TRUE,"Wing"
"chandwi01",2014,26,7,"DEN","NBA","SF",62,1927,-4.8,-5.1,0,0.06,0.83,0.11,0,0,115.62,1599.41,211.97,0,"SF",3.05,TRUE,"Wing"
"chandwi01",2015,27,8,"DEN","NBA","SF",78,2471,-4.6,-1.9,0,0.05,0.85,0.1,0,0,123.55,2100.35,247.1,0,"SF",3.05,TRUE,"Wing"
"chandwi01",2017,29,9,"DEN","NBA","SF",71,2197,-1,-2.5,0,0.01,0.79,0.2,0,0,21.97,1735.63,439.4,0,"SF",3.19,TRUE,"Wing"
"chandwi01",2018,30,10,"DEN","NBA","SF",74,2346,1.6,0.8,0,0,0.68,0.31,0,0,0,1595.28,727.26,0,"SF",3.28,TRUE,"Wing"
"chandwi01",2019,31,11,"TOT","NBA","PF-SF",51,1177,4.3,2.8,0,0,0.17,0.81,0.03,0,0,200.09,953.37,35.31,"PF",3.9,TRUE,"Wing"
"jianlyi01",2008,20,1,"MIL","NBA","PF",66,1647,-8.2,-1.1,0,0,0.01,0.97,0.03,0,0,16.47,1597.59,49.41,"PF",4.06,TRUE,"Big"
"jianlyi01",2009,21,2,"NJN","NBA","PF",61,1421,-4,-1.9,0,0,0,0.9,0.1,0,0,0,1278.9,142.1,"PF",4.1,TRUE,"Big"
"jianlyi01",2010,22,3,"NJN","NBA","PF",52,1655,-8.5,3,0,0,0,0.81,0.19,0,0,0,1340.55,314.45,"PF",4.19,TRUE,"Big"
"jianlyi01",2011,23,4,"WAS","NBA","PF",63,1112,-11.1,-4.1,0,0,0,0.45,0.55,0,0,0,500.4,611.6,"C",4.55,TRUE,"Big"
"jianlyi01",2012,24,5,"DAL","NBA","PF",30,203,-13.7,-16,0,0,0.02,0.88,0.11,0,0,4.06,178.64,22.33,"PF",4.13,TRUE,"Big"
"ajincal01",2009,20,1,"CHA","NBA","PF",31,182,1.2,2.7,0,0,0,0.72,0.28,0,0,0,131.04,50.96,"PF",4.28,TRUE,"Big"
"ajincal01",2010,21,2,"CHA","NBA","C",6,30,10.6,9.1,0,0,0,0,1,0,0,0,0,30,"C",5,TRUE,"Big"
"ajincal01",2011,22,3,"TOT","NBA","C",34,340,0,1.1,0,0,0,0,1,0,0,0,0,340,"C",5,TRUE,"Big"
"ajincal01",2014,25,4,"NOP","NBA","C",56,951,-5.6,-4,0,0,0,0,1,0,0,0,0,951,"C",5,TRUE,"Big"
"ajincal01",2015,26,5,"NOP","NBA","C",68,957,0.4,-1.3,0,0,0,0,1,0,0,0,0,957,"C",5,TRUE,"Big"
"ajincal01",2016,27,6,"NOP","NBA","C",59,861,-2.4,1.8,0,0,0,0,1,0,0,0,0,861,"C",5,TRUE,"Big"
"ajincal01",2017,28,7,"NOP","NBA","C",39,584,-4.8,-3.4,0,0,0,0,1,0,0,0,0,584,"C",5,TRUE,"Big"
"morroan01",2009,23,1,"GSW","NBA","SG",67,1515,-2.1,3,0.06,0.61,0.31,0.02,0,90.9,924.15,469.65,30.3,0,"SG",2.29,TRUE,"Wing"
"morroan01",2010,24,2,"GSW","NBA","SG",69,2018,-1.8,3.9,0.01,0.31,0.64,0.04,0,20.18,625.58,1291.52,80.72,0,"SF",2.71,TRUE,"Wing"
"morroan01",2011,25,3,"NJN","NBA","SG",58,1856,-4.6,4.7,0.02,0.91,0.08,0,0,37.12,1688.96,148.48,0,0,"SG",2.08,TRUE,"Wing"
"morroan01",2012,26,4,"NJN","NBA","SG",62,1636,-4.8,4.1,0.01,0.55,0.43,0,0,16.36,899.8,703.48,0,0,"SG",2.4,TRUE,"Wing"
"morroan01",2013,27,5,"TOT","NBA","SG",41,383,-6.6,-6.8,0,0.49,0.51,0,0,0,187.67,195.33,0,0,"SF",2.51,TRUE,"Wing"
"morroan01",2014,28,6,"NOP","NBA","SG",76,1426,0,4,0.08,0.7,0.21,0.01,0,114.08,998.2,299.46,14.26,0,"SG",2.15,TRUE,"Wing"
"morroan01",2015,29,7,"OKC","NBA","SG",74,1806,5.3,6,0,0.26,0.71,0.03,0,0,469.56,1282.26,54.18,0,"SF",2.77,TRUE,"Wing"
"morroan01",2016,30,8,"OKC","NBA","SG",68,926,4.8,-3.2,0,0.42,0.57,0,0,0,388.92,527.82,0,0,"SF",2.55,TRUE,"Wing"
"morroan01",2017,31,9,"TOT","NBA","SG",49,714,-1.6,-2.1,0.02,0.65,0.32,0.01,0,14.28,464.1,228.48,7.14,0,"SG",2.32,TRUE,"Wing"
"randoan01",2009,19,1,"GSW","NBA","PF",63,1129,-4.5,-0.7,0,0,0.05,0.61,0.35,0,0,56.45,688.69,395.15,"PF",4.34,TRUE,"Big"
"randoan01",2010,20,2,"GSW","NBA","C",33,749,-5.8,-2.5,0,0,0,0.25,0.75,0,0,0,187.25,561.75,"C",4.75,TRUE,"Big"
"randoan01",2011,21,3,"TOT","NBA","C-PF",40,590,-10.9,-8.5,0,0,0.04,0.32,0.64,0,0,23.6,188.8,377.6,"C",4.6,TRUE,"Big"
"randoan01",2012,22,4,"MIN","NBA","PF",34,517,-3.2,-1.4,0,0,0,0.54,0.46,0,0,0,279.18,237.82,"PF",4.46,TRUE,"Big"
"randoan01",2013,23,5,"DEN","NBA","PF",39,329,1.9,-3.7,0,0,0,0.83,0.17,0,0,0,273.07,55.93,"PF",4.17,TRUE,"Big"
"randoan01",2014,24,6,"DEN","NBA","PF",43,527,-10.3,-9.4,0,0,0.07,0.73,0.2,0,0,36.89,384.71,105.4,"PF",4.13,TRUE,"Wing"
"tollian01",2009,23,1,"SAS","NBA","PF",19,208,0.5,-3.7,0,0,0,1,0,0,0,0,208,0,"PF",4,TRUE,"Wing"
