"bbref_id","season","age","experience","team","league","position","games_played","minutes_played","on_court_plus_minus","off_court_plus_minus","prop_pg","prop_sg","prop_sf","prop_pf","prop_c","minutes_pg","minutes_sg","minutes_sf","minutes_pf","minutes_c","position_minutes","position_numeric","team_flag","advanced_position_cluster"
"currymi01",2002,33,2,"DET","NBA","SG",82,1912,-0.3,-5.8,0,0.79,0.21,0,0,0,1510.48,401.52,0,0,"SG",2.21,TRUE,NA
"currymi01",2003,34,3,"DET","NBA","SF",78,1555,-2,-10,0,0.01,0.99,0,0,0,15.55,1539.45,0,0,"SF",2.99,TRUE,NA
"currymi01",2004,35,4,"TOR","NBA","SF",70,1229,-6.4,-4.4,0,0.22,0.69,0.08,0,0,270.38,848.01,98.32,0,"SF",2.83,TRUE,NA
"currymi01",2005,36,5,"IND","NBA","SF",18,249,-11.9,-13.6,0,0.04,0.81,0.15,0,0,9.96,201.69,37.35,0,"SF",3.11,TRUE,"Wing"
"doleami01",2001,23,1,"ORL","NBA","C",77,1398,3.1,3.2,0,0,0,0,1,0,0,0,0,1398,"C",5,TRUE,NA
"doleami01",2002,24,2,"CLE","NBA","C",42,705,-9.1,-6.5,0,0,0,0.44,0.56,0,0,0,310.2,394.8,"C",4.56,TRUE,NA
"doleami01",2003,25,3,"NYK","NBA","C",75,1041,-5.2,-4.7,0,0,0,0.11,0.89,0,0,0,114.51,926.49,"C",4.89,TRUE,NA
"doleami01",2004,26,4,"TOT","NBA","C",72,1029,-5.8,-6.3,0,0,0,0.04,0.96,0,0,0,41.16,987.84,"C",4.96,TRUE,NA
"doleami01",2005,27,5,"MIA","NBA","C",80,1175,2.5,-6.7,0,0,0,0.14,0.86,0,0,0,164.5,1010.5,"C",4.86,TRUE,"Big"
"doleami01",2006,28,6,"MIA","NBA","C",31,371,-13.1,-19.2,0,0,0,0.04,0.97,0,0,0,14.84,359.87,"C",5.01,TRUE,"Big"
"doleami01",2007,29,7,"MIA","NBA","C",56,698,-5.2,-5.5,0,0,0,0.13,0.88,0,0,0,90.74,614.24,"C",4.92,TRUE,"Big"
"doleami01",2008,30,8,"MIN","NBA","C",24,257,-7.4,0.1,0,0,0,0.61,0.39,0,0,0,156.77,100.23,"PF",4.39,TRUE,"Big"
"finlemi01",2001,27,1,"DAL","NBA","SF",82,3443,5.7,8.5,0,0.26,0.65,0.09,0,0,895.18,2237.95,309.87,0,"SF",2.83,TRUE,NA
"finlemi01",2002,28,2,"DAL","NBA","SF",69,2754,3.7,-3,0,0.26,0.66,0.08,0,0,716.04,1817.64,220.32,0,"SF",2.82,TRUE,NA
"finlemi01",2003,29,3,"DAL","NBA","SF",69,2642,12.3,12.1,0,0.24,0.74,0.03,0,0,634.08,1955.08,79.26,0,"SF",2.82,TRUE,NA
"finlemi01",2004,30,4,"DAL","NBA","SG",72,2778,4.9,0.2,0.04,0.79,0.17,0,0,111.12,2194.62,472.26,0,0,"SG",2.13,TRUE,NA
"finlemi01",2005,31,5,"DAL","NBA","SG",64,2358,7.8,4.1,0,0.51,0.47,0.02,0,0,1202.58,1108.26,47.16,0,"SG",2.51,TRUE,"Wing"
"finlemi01",2006,32,6,"SAS","NBA","SG",77,2038,6,-4.4,0,0.43,0.53,0.04,0,0,876.34,1080.14,81.52,0,"SF",2.61,TRUE,"Wing"
"finlemi01",2007,33,7,"SAS","NBA","SF",82,1823,4.6,-8.6,0,0.01,0.76,0.24,0,0,18.23,1385.48,437.52,0,"SF",3.26,TRUE,"Wing"
"finlemi01",2008,34,8,"SAS","NBA","SG",82,2204,5.4,0,0,0.56,0.43,0,0,0,1234.24,947.72,0,0,"SG",2.41,TRUE,"Wing"
"finlemi01",2009,35,9,"SAS","NBA","SF",81,2336,3,-2.4,0,0,0.79,0.21,0,0,0,1845.44,490.56,0,"SF",3.21,TRUE,"Wing"
"finlemi01",2010,36,10,"TOT","NBA","SF",46,709,-1.5,-7,0,0.22,0.73,0.05,0,0,155.98,517.57,35.45,0,"SF",2.83,TRUE,"Wing"
"olowomi01",2001,25,1,"LAC","NBA","C",82,2127,-6.6,-6.8,0,0,0,0,1,0,0,0,0,2127,"C",5,TRUE,NA
"olowomi01",2002,26,2,"LAC","NBA","C",80,2568,-1.6,-2.8,0,0,0,0,1,0,0,0,0,2568,"C",5,TRUE,NA
"olowomi01",2003,27,3,"LAC","NBA","C",36,1369,-6,-2.2,0,0,0,0,1,0,0,0,0,1369,"C",5,TRUE,NA
"olowomi01",2004,28,4,"MIN","NBA","C",43,925,9.7,4.6,0,0,0,0,1,0,0,0,0,925,"C",5,TRUE,NA
"olowomi01",2005,29,5,"MIN","NBA","C",62,1215,-1.6,-4.6,0,0,0,0,1,0,0,0,0,1215,"C",5,TRUE,"Big"
"olowomi01",2006,30,6,"TOT","NBA","C",48,919,-5.5,-4,0,0,0,0,1,0,0,0,0,919,"C",5,TRUE,"Big"
"olowomi01",2007,31,7,"BOS","NBA","C",24,234,-5.8,-2,0,0,0,0,1,0,0,0,0,234,"C",5,TRUE,"Big"
"reddmi01",2001,21,1,"MIL","NBA","SG",6,35,-10.9,-15.1,0,0.18,0.82,0,0,0,6.3,28.7,0,0,"SF",2.82,TRUE,NA
"reddmi01",2002,22,2,"MIL","NBA","SG",67,1417,2,3.4,0.03,0.75,0.22,0.01,0,42.51,1062.75,311.74,14.17,0,"SG",2.23,TRUE,NA
"reddmi01",2003,23,3,"MIL","NBA","SG",82,2316,2.4,4.6,0.02,0.53,0.45,0,0,46.32,1227.48,1042.2,0,0,"SG",2.43,TRUE,NA
"reddmi01",2004,24,4,"MIL","NBA","SG",82,3021,-1.1,-10.4,0,0.94,0.06,0,0,0,2839.74,181.26,0,0,"SG",2.06,TRUE,NA
"reddmi01",2005,25,5,"MIL","NBA","SG",75,2848,-3.6,-1.4,0,0.85,0.14,0,0,0,2420.8,398.72,0,0,"SG",2.12,TRUE,"Wing"
"reddmi01",2006,26,6,"MIL","NBA","SG",80,3130,0.9,10.4,0,0.71,0.29,0,0,0,2222.3,907.7,0,0,"SG",2.29,TRUE,"Wing"
"reddmi01",2007,27,7,"MIL","NBA","SF",53,2036,-0.3,9.1,0,0.03,0.68,0.29,0,0,61.08,1384.48,590.44,0,"SF",3.26,TRUE,"Wing"
"reddmi01",2008,28,8,"MIL","NBA","SG",72,2702,-7.5,0.1,0,0.77,0.24,0,0,0,2080.54,648.48,0,0,"SG",2.26,TRUE,"Wing"
"reddmi01",2009,29,9,"MIL","NBA","SG",33,1203,4.3,8.1,0,0.77,0.22,0.01,0,0,926.31,264.66,12.03,0,"SG",2.24,TRUE,"Wing"
"reddmi01",2010,30,10,"MIL","NBA","SG",18,492,-10.7,-14.5,0,0.61,0.39,0.01,0,0,300.12,191.88,4.92,0,"SG",2.43,TRUE,"Wing"
"reddmi01",2011,31,11,"MIL","NBA","SG",10,134,4.7,5.8,0,0.9,0.1,0,0,0,120.6,13.4,0,0,"SG",2.1,TRUE,"Wing"
"reddmi01",2012,32,12,"PHO","NBA","SG",51,770,-8.3,-10.5,0,0.63,0.37,0,0,0,485.1,284.9,0,0,"SG",2.37,TRUE,"Wing"
"ruffimi01",2001,24,1,"CHI","NBA","PF",45,879,-7.6,3.5,0,0,0.05,0.94,0.01,0,0,43.95,826.26,8.79,"PF",3.96,TRUE,NA
"ruffimi01",2002,25,2,"PHI","NBA","PF",15,169,-10.4,-12.9,0,0,0,0.73,0.27,0,0,0,123.37,45.63,"PF",4.27,TRUE,NA
"ruffimi01",2004,27,3,"UTA","NBA","PF",41,733,-3.8,-2.7,0,0,0,0.89,0.11,0,0,0,652.37,80.63,"PF",4.11,TRUE,NA
"ruffimi01",2005,28,4,"WAS","NBA","C",79,1262,-0.9,-0.9,0,0,0,0.36,0.64,0,0,0,454.32,807.68,"C",4.64,TRUE,"Big"
"ruffimi01",2006,29,5,"WAS","NBA","C",76,1010,-0.7,-3.6,0,0,0,0.46,0.54,0,0,0,464.6,545.4,"C",4.54,TRUE,"Big"
"ruffimi01",2007,30,6,"WAS","NBA","PF",30,271,-13.7,-13.8,0,0,0.07,0.54,0.39,0,0,18.97,146.34,105.69,"PF",4.32,TRUE,"Big"
"ruffimi01",2008,31,7,"MIL","NBA","C",46,632,-2,6.6,0,0,0,0.33,0.67,0,0,0,208.56,423.44,"C",4.67,TRUE,"Big"
"ruffimi01",2009,32,8,"POR","NBA","PF",11,35,-1.9,-8.3,0,0,0.33,0.66,0.01,0,0,11.55,23.1,0.35,"PF",3.68,TRUE,"Big"
"stewami01",2001,25,1,"TOR","NBA","C",26,123,-22.1,-25.5,0,0,0,0.27,0.73,0,0,0,33.21,89.79,"C",4.73,TRUE,NA
"stewami01",2002,26,2,"TOR","NBA","C",11,93,-2.8,-2.3,0,0,0,0.45,0.54,0,0,0,41.85,50.22,"C",4.5,TRUE,NA
"stewami01",2003,27,3,"CLE","NBA","PF",47,251,-11.2,-0.8,0,0.01,0.17,0.63,0.19,0,2.51,42.67,158.13,47.69,"PF",4,TRUE,NA
"stewami01",2004,28,4,"TOT","NBA","C-PF",25,147,-16.6,-14.7,0,0,0.01,0.61,0.38,0,0,1.47,89.67,55.86,"PF",4.37,TRUE,NA
"stewami01",2005,29,5,"ATL","NBA","PF",12,145,-14.5,-4,0,0,0.01,0.85,0.15,0,0,1.45,123.25,21.75,"PF",4.18,TRUE,"Big"
"pietrmi01",2004,21,1,"GSW","NBA","PG",53,748,6.3,8.7,0.62,0.37,0.01,0,0,463.76,276.76,7.48,0,0,"PG",1.39,TRUE,NA
"pietrmi01",2005,22,2,"GSW","NBA","SF",67,1340,-0.5,2.9,0.01,0.26,0.7,0.03,0,13.4,348.4,938,40.2,0,"SF",2.75,TRUE,"Wing"
"pietrmi01",2006,23,3,"GSW","NBA","SF",52,1179,-6.2,-6.3,0,0.2,0.73,0.07,0,0,235.8,860.67,82.53,0,"SF",2.87,TRUE,"Wing"
"pietrmi01",2007,24,4,"GSW","NBA","SF",72,1937,-4,-6.8,0,0.2,0.68,0.11,0,0,387.4,1317.16,213.07,0,"SF",2.88,TRUE,"Wing"
"pietrmi01",2008,25,5,"GSW","NBA","SF",66,1316,1.6,-0.6,0,0.1,0.77,0.13,0,0,131.6,1013.32,171.08,0,"SF",3.03,TRUE,"Wing"
"pietrmi01",2009,26,6,"ORL","NBA","SG",54,1329,5.9,-2.9,0,0.44,0.56,0,0,0,584.76,744.24,0,0,"SF",2.56,TRUE,"Wing"
"pietrmi01",2010,27,7,"ORL","NBA","SF",75,1687,4.4,-6.8,0,0.09,0.91,0.01,0,0,151.83,1535.17,16.87,0,"SF",2.95,TRUE,"Wing"
"pietrmi01",2011,28,8,"TOT","NBA","SG-SF",57,1107,0.1,-2.8,0,0.7,0.3,0,0,0,774.9,332.1,0,0,"SG",2.3,TRUE,"Wing"
"pietrmi01",2012,29,9,"BOS","NBA","SG",42,921,2.2,-1.1,0,0.38,0.59,0.03,0,0,349.98,543.39,27.63,0,"SF",2.65,TRUE,"Wing"
"pietrmi01",2013,30,10,"TOR","NBA","SF",19,386,-3.4,-2,0,0.04,0.9,0.06,0,0,15.44,347.4,23.16,0,"SF",3.02,TRUE,"Wing"
"bibbymi01",2001,22,1,"VAN","NBA","PG",82,3190,-6.4,-2,0.95,0.06,0,0,0,3030.5,191.4,0,0,0,"PG",1.07,TRUE,NA
"bibbymi01",2002,23,2,"SAC","NBA","PG",80,2659,7.3,-1.9,0.78,0.22,0,0,0,2074.02,584.98,0,0,0,"PG",1.22,TRUE,NA
"bibbymi01",2003,24,3,"SAC","NBA","PG",55,1835,8.9,4.2,0.87,0.13,0,0,0,1596.45,238.55,0,0,0,"PG",1.13,TRUE,NA
"bibbymi01",2004,25,4,"SAC","NBA","PG",82,2980,5.9,1.6,1,0,0,0,0,2980,0,0,0,0,"PG",1,TRUE,NA
"bibbymi01",2005,26,5,"SAC","NBA","PG",80,3084,2.8,1.6,0.98,0.02,0,0,0,3022.32,61.68,0,0,0,"PG",1.02,TRUE,"Guard"
"bibbymi01",2006,27,6,"SAC","NBA","PG",82,3167,2.2,2.6,1,0,0,0,0,3167,0,0,0,0,"PG",1,TRUE,"Guard"
"bibbymi01",2007,28,7,"SAC","NBA","PG",82,2784,-1.2,2.4,1,0,0,0,0,2784,0,0,0,0,"PG",1,TRUE,"Guard"
"bibbymi01",2008,29,8,"TOT","NBA","PG",48,1573,-1.4,1,0.98,0.02,0,0,0,1541.54,31.46,0,0,0,"PG",1.02,TRUE,"Guard"
"bibbymi01",2009,30,9,"ATL","NBA","PG",79,2740,0.7,-4,1,0,0,0,0,2740,0,0,0,0,"PG",1,TRUE,"Guard"
"bibbymi01",2010,31,10,"ATL","NBA","PG",80,2195,7,4.2,1,0,0,0,0,2195,0,0,0,0,"PG",1,TRUE,"Guard"
"bibbymi01",2011,32,11,"TOT","NBA","PG",80,2285,3.3,4.4,1,0,0,0,0,2285,0,0,0,0,"PG",1,TRUE,"Guard"
"bibbymi01",2012,33,12,"NYK","NBA","PG",39,557,-2.5,-7.1,1,0,0,0,0,557,0,0,0,0,"PG",1,TRUE,"Guard"
"dunlemi02",2003,22,1,"GSW","NBA","SF",82,1305,2,4.6,0,0.01,0.4,0.59,0.01,0,13.05,522,769.95,13.05,"PF",3.63,TRUE,NA
"dunlemi02",2004,23,2,"GSW","NBA","SF",75,2336,-4.1,-8.3,0,0.03,0.89,0.07,0,0,70.08,2079.04,163.52,0,"SF",3.01,TRUE,NA
"dunlemi02",2005,24,3,"GSW","NBA","SF",79,2570,-1.5,2.6,0,0.01,0.77,0.22,0,0,25.7,1978.9,565.4,0,"SF",3.21,TRUE,"Wing"
"dunlemi02",2006,25,4,"GSW","NBA","SF",81,2578,-1.2,1.8,0,0,0.69,0.3,0.01,0,0,1778.82,773.4,25.78,"SF",3.32,TRUE,"Wing"
"dunlemi02",2007,26,5,"TOT","NBA","SG-PF",82,2580,-2.3,-0.8,0,0.41,0.23,0.31,0.06,0,1057.8,593.4,799.8,154.8,"SG",3.05,TRUE,"Wing"
"dunlemi02",2008,27,6,"IND","NBA","SG",82,2953,0.5,8.3,0,0.49,0.48,0.02,0,0,1446.97,1417.44,59.06,0,"SG",2.5,TRUE,"Wing"
"dunlemi02",2009,28,7,"IND","NBA","SG",18,495,-2.8,-1.9,0,0.42,0.53,0.05,0,0,207.9,262.35,24.75,0,"SF",2.63,TRUE,"Wing"
"dunlemi02",2010,29,8,"IND","NBA","SF",67,1486,-1.9,2,0,0,0.49,0.51,0,0,0,728.14,757.86,0,"PF",3.51,TRUE,"Wing"
"dunlemi02",2011,30,9,"IND","NBA","SG",61,1683,1.7,5.5,0,0.57,0.42,0,0,0,959.31,706.86,0,0,"SG",2.4,TRUE,"Wing"
"dunlemi02",2012,31,10,"MIL","NBA","SF",55,1445,5.2,9.1,0,0.11,0.82,0.07,0,0,158.95,1184.9,101.15,0,"SF",2.96,TRUE,"Wing"
"dunlemi02",2013,32,11,"MIL","NBA","SF",75,1943,1.1,5.9,0,0,0.78,0.22,0,0,0,1515.54,427.46,0,"SF",3.22,TRUE,"Wing"
"dunlemi02",2014,33,12,"CHI","NBA","SF",82,2584,3.2,3.2,0,0,0.98,0.02,0,0,0,2532.32,51.68,0,"SF",3.02,TRUE,"Wing"
"dunlemi02",2015,34,13,"CHI","NBA","SF",63,1838,5.3,3.8,0,0,0.98,0.02,0,0,0,1801.24,36.76,0,"SF",3.02,TRUE,"Wing"
"dunlemi02",2016,35,14,"CHI","NBA","SF",31,703,-4.8,-3.8,0,0,0.91,0.09,0,0,0,639.73,63.27,0,"SF",3.09,TRUE,"Wing"
"dunlemi02",2017,36,15,"TOT","NBA","SF",53,841,-5.6,-7.4,0,0,0.56,0.42,0.02,0,0,470.96,353.22,16.82,"SF",3.46,TRUE,"Wing"
"jamesmi01",2002,26,1,"MIA","NBA","PG",15,119,-15.7,-14.3,0.48,0.52,0,0,0,57.12,61.88,0,0,0,"SG",1.52,TRUE,NA
"jamesmi01",2003,27,2,"MIA","NBA","PG",78,1722,-2.2,6.1,0.69,0.31,0,0,0,1188.18,533.82,0,0,0,"PG",1.31,TRUE,NA
"jamesmi01",2004,28,3,"TOT","NBA","PG",81,2196,1.5,-1.4,1,0,0,0,0,2196,0,0,0,0,"PG",1,TRUE,NA
"jamesmi01",2005,29,4,"TOT","NBA","PG",74,1859,4.3,4.6,0.93,0.07,0,0,0,1728.87,130.13,0,0,0,"PG",1.07,TRUE,"Guard"
"jamesmi01",2006,30,5,"TOR","NBA","PG",79,2925,-2.7,3.1,0.91,0.09,0,0,0,2661.75,263.25,0,0,0,"PG",1.09,TRUE,"Guard"
"jamesmi01",2007,31,6,"MIN","NBA","PG",82,2069,-5.5,-2.6,0.98,0.02,0,0,0,2027.62,41.38,0,0,0,"PG",1.02,TRUE,"Guard"
"jamesmi01",2008,32,7,"TOT","NBA","PG",54,720,-2,-8.5,0.72,0.28,0,0,0,518.4,201.6,0,0,0,"PG",1.28,TRUE,"Guard"
"jamesmi01",2009,33,8,"TOT","NBA","PG",61,1649,-10.6,-9.3,0.94,0.06,0,0,0,1550.06,98.94,0,0,0,"PG",1.06,TRUE,"Guard"
"jamesmi01",2010,34,9,"WAS","NBA","PG",4,46,2.3,7.9,1,0,0,0,0,46,0,0,0,0,"PG",1,TRUE,"Guard"
"jamesmi01",2012,36,10,"CHI","NBA","PG",11,120,31.9,23.2,0.55,0.45,0,0,0,66,54,0,0,0,"PG",1.45,TRUE,"Guard"
"jamesmi01",2013,37,11,"DAL","NBA","PG",45,862,1.9,3.3,0.85,0.15,0,0,0,732.7,129.3,0,0,0,"PG",1.15,TRUE,"Guard"
"jamesmi01",2014,38,12,"CHI","NBA","PG",11,77,-8.4,-10.7,1,0,0,0,0,77,0,0,0,0,"PG",1,TRUE,"Guard"
"jamesmi02",2018,27,1,"TOT","NBA","PG",36,687,-2.8,1.2,0.96,0.04,0,0,0,659.52,27.48,0,0,0,"PG",1.04,TRUE,"Guard"
"millemi01",2001,20,1,"ORL","NBA","SF",82,2390,2.6,3.9,0,0.23,0.76,0.01,0,0,549.7,1816.4,23.9,0,"SF",2.78,TRUE,NA
"millemi01",2002,21,2,"ORL","NBA","SF",63,2123,3.9,4.6,0,0.17,0.74,0.1,0,0,360.91,1571.02,212.3,0,"SF",2.96,TRUE,NA
"millemi01",2003,22,3,"TOT","NBA","SF",65,2186,2,5.1,0,0.19,0.75,0.05,0,0,415.34,1639.5,109.3,0,"SF",2.83,TRUE,NA
"millemi01",2004,23,4,"MEM","NBA","SF",65,1770,3.4,1,0.01,0.25,0.74,0,0,17.7,442.5,1309.8,0,0,"SF",2.73,TRUE,NA
"millemi01",2005,24,5,"MEM","NBA","SF",76,2278,5.6,6.5,0,0,0.84,0.16,0,0,0,1913.52,364.48,0,"SF",3.16,TRUE,"Wing"
"millemi01",2006,25,6,"MEM","NBA","SG",74,2268,2.3,-5.1,0,0.46,0.54,0,0,0,1043.28,1224.72,0,0,"SF",2.54,TRUE,"Wing"
"millemi01",2007,26,7,"MEM","NBA","SG",70,2740,-5.9,-1.1,0,0.39,0.59,0.02,0,0,1068.6,1616.6,54.8,0,"SF",2.63,TRUE,"Wing"
"millemi01",2008,27,8,"MEM","NBA","SG",70,2474,-5.2,4,0,0.45,0.53,0.02,0,0,1113.3,1311.22,49.48,0,"SF",2.57,TRUE,"Wing"
"millemi01",2009,28,9,"MIN","NBA","SF",73,2356,-6.1,-1.2,0,0.29,0.7,0.01,0,0,683.24,1649.2,23.56,0,"SF",2.72,TRUE,"Wing"
"millemi01",2010,29,10,"WAS","NBA","SG",54,1805,-5.5,0.1,0,0.52,0.47,0.01,0,0,938.6,848.35,18.05,0,"SG",2.49,TRUE,"Wing"
"millemi01",2011,30,11,"MIA","NBA","SG",41,838,-1.1,-12.3,0,0.55,0.45,0.01,0,0,460.9,377.1,8.38,0,"SG",2.49,TRUE,"Wing"
"millemi01",2012,31,12,"MIA","NBA","SG",39,752,10.3,4.7,0.02,0.63,0.34,0.01,0,15.04,473.76,255.68,7.52,0,"SG",2.34,TRUE,"Wing"
"millemi01",2013,32,13,"MIA","NBA","SF",59,900,3.6,-7.1,0,0.39,0.6,0.01,0,0,351,540,9,0,"SF",2.62,TRUE,"Wing"
"millemi01",2014,33,14,"MEM","NBA","SF",82,1707,-2.3,-7.7,0,0.33,0.65,0.02,0,0,563.31,1109.55,34.14,0,"SF",2.69,TRUE,"Wing"
"millemi01",2015,34,15,"CLE","NBA","SF",52,701,-6.1,-13,0,0.26,0.43,0.31,0,0,182.26,301.43,217.31,0,"SF",3.05,TRUE,"Wing"
"millemi01",2016,35,16,"DEN","NBA","SF",47,373,-12.8,-10.7,0,0,0.48,0.52,0.01,0,0,179.04,193.96,3.73,"PF",3.57,TRUE,"Wing"
"millemi01",2017,36,17,"DEN","NBA","SF",20,151,-1.9,-2,0,0.1,0.76,0.14,0,0,15.1,114.76,21.14,0,"SF",3.04,TRUE,"Wing"
"sweetmi01",2004,21,1,"NYK","NBA","PF",42,494,3.9,6.2,0,0,0,0.69,0.31,0,0,0,340.86,153.14,"PF",4.31,TRUE,NA
"sweetmi01",2005,22,2,"NYK","NBA","C",77,1509,-1.1,2.8,0,0,0,0.04,0.97,0,0,0,60.36,1463.73,"C",5.01,TRUE,"Big"
"sweetmi01",2006,23,3,"CHI","NBA","C",66,1222,-2,-4.2,0,0,0,0.29,0.72,0,0,0,354.38,879.84,"C",4.76,TRUE,"Big"
"sweetmi01",2007,24,4,"CHI","NBA","C",48,385,4.2,-1.2,0,0,0,0,1,0,0,0,0,385,"C",5,TRUE,"Big"
"wilksmi01",2003,23,1,"TOT","NBA","PG-SG",46,688,-1.1,-0.4,0.64,0.36,0,0,0,440.32,247.68,0,0,0,"PG",1.36,TRUE,NA
"wilksmi01",2004,24,2,"HOU","NBA","PG",26,145,9.6,7.9,1,0,0,0,0,145,0,0,0,0,"PG",1,TRUE,NA
"wilksmi01",2005,25,3,"SAS","NBA","PG",48,278,-10.2,-20.5,1,0,0,0,0,278,0,0,0,0,"PG",1,TRUE,"Guard"
"wilksmi01",2006,26,4,"TOT","NBA","PG",47,348,0.5,0.9,1,0,0,0,0,348,0,0,0,0,"PG",1,TRUE,"Guard"
"wilksmi01",2007,27,5,"SEA","NBA","PG",47,534,0.8,4.7,1,0,0,0,0,534,0,0,0,0,"PG",1,TRUE,"Guard"
"wilksmi01",2008,28,6,"TOT","NBA","PG",15,188,-3,-1,1,0,0,0,0,188,0,0,0,0,"PG",1,TRUE,"Guard"
"wilksmi01",2010,30,7,"OKC","NBA","PG",4,59,-29.6,-34.3,1,0,0,0,0,59,0,0,0,0,"PG",1,TRUE,"Guard"
"mooremi01",2001,25,1,"DET","NBA","C",81,1154,-2.3,-0.7,0,0,0,0.07,0.93,0,0,0,80.78,1073.22,"C",4.93,TRUE,NA
"mooremi01",2002,26,2,"DET","NBA","C",30,217,1.2,-1.6,0,0,0,0.34,0.66,0,0,0,73.78,143.22,"C",4.66,TRUE,NA
"mooremi01",2003,27,3,"TOT","NBA","C",8,43,-18.5,-16.5,0,0,0,0.05,0.95,0,0,0,2.15,40.85,"C",4.95,TRUE,NA
"mooremi01",2004,28,4,"TOT","NBA","PF-C",32,395,-2.8,-3.7,0,0,0,0.78,0.22,0,0,0,308.1,86.9,"PF",4.22,TRUE,NA
"mooremi01",2005,29,5,"LAC","NBA","PF",74,1178,-2.1,-1.9,0,0,0.01,0.47,0.52,0,0,11.78,553.66,612.56,"C",4.51,TRUE,"Big"
"mooremi01",2006,30,6,"SEA","NBA","C",47,583,-1.2,2.4,0,0,0,0.6,0.4,0,0,0,349.8,233.2,"PF",4.4,TRUE,"Big"
"mooremi01",2007,31,7,"NJN","NBA","C",79,2082,0,1.2,0,0,0,0.06,0.94,0,0,0,124.92,1957.08,"C",4.94,TRUE,"Big"
"mooremi01",2008,32,8,"SAC","NBA","PF",82,2385,-2.2,0.4,0,0,0,0.83,0.17,0,0,0,1979.55,405.45,"PF",4.17,TRUE,"Big"
"mooremi01",2009,33,9,"TOT","NBA","PF-C",70,1202,-4.2,-4.1,0,0,0.07,0.79,0.14,0,0,84.14,949.58,168.28,"PF",4.07,TRUE,"Big"
"mooremi01",2010,34,10,"GSW","NBA","C",23,406,-13.8,-11.2,0,0,0,0.01,1,0,0,0,4.06,406,"C",5.04,TRUE,"Big"
"mooremi01",2012,36,11,"GSW","NBA","C",7,118,-6.8,-3.3,0,0,0,0.39,0.61,0,0,0,46.02,71.98,"C",4.61,TRUE,"Big"
"palacmi01",2001,22,1,"BOS","NBA","PG",58,1141,-0.8,2.4,0.99,0.01,0,0,0,1129.59,11.41,0,0,0,"PG",1.01,TRUE,NA
"palacmi01",2002,23,2,"TOT","NBA","PG-SG",69,790,-6.4,-7.9,0.92,0.08,0,0,0,726.8,63.2,0,0,0,"PG",1.08,TRUE,NA
"palacmi01",2003,24,3,"CLE","NBA","PG",80,1976,-12.1,-3.2,0.93,0.07,0,0,0,1837.68,138.32,0,0,0,"PG",1.07,TRUE,NA
"palacmi01",2004,25,4,"TOR","NBA","PG",59,1211,-7.3,-5.6,1,0.01,0,0,0,1211,12.11,0,0,0,"PG",1.02,TRUE,NA
"palacmi01",2005,26,5,"TOR","NBA","PG",80,1533,0.8,3.8,0.75,0.25,0,0,0,1149.75,383.25,0,0,0,"PG",1.25,TRUE,"Guard"
"palacmi01",2006,27,6,"UTA","NBA","PG",71,1376,-3.5,-0.4,0.82,0.19,0,0,0,1128.32,261.44,0,0,0,"PG",1.2,TRUE,"Guard"
"willima01",2004,21,1,"UTA","NBA","SG",57,772,-5,-4.3,0.44,0.56,0,0,0,339.68,432.32,0,0,0,"SG",1.56,TRUE,NA
"willima01",2005,22,2,"MIL","NBA","PG",80,2254,-2.8,1.2,0.99,0.01,0,0,0,2231.46,22.54,0,0,0,"PG",1.01,TRUE,"Guard"
"willima01",2006,23,3,"MIL","NBA","PG",58,1531,-3.6,-3.9,0.61,0.39,0,0,0,933.91,597.09,0,0,0,"PG",1.39,TRUE,"Guard"
"willima01",2007,24,4,"MIL","NBA","PG",68,2472,-2.7,5.4,0.77,0.23,0,0,0,1903.44,568.56,0,0,0,"PG",1.23,TRUE,"Guard"
"willima01",2008,25,5,"MIL","NBA","PG",66,2410,-7.2,0.7,1,0,0,0,0,2410,0,0,0,0,"PG",1,TRUE,"Guard"
"willima01",2009,26,6,"CLE","NBA","PG",81,2834,11.3,3.4,1,0,0,0,0,2834,0,0,0,0,"PG",1,TRUE,"Guard"
"willima01",2010,27,7,"CLE","NBA","PG",69,2359,5.1,-5.6,1,0,0,0,0,2359,0,0,0,0,"PG",1,TRUE,"Guard"
"willima01",2011,28,8,"TOT","NBA","PG",58,1788,-9.6,-3.9,0.96,0.04,0,0,0,1716.48,71.52,0,0,0,"PG",1.04,TRUE,"Guard"
"willima01",2012,29,9,"LAC","NBA","SG",52,1472,-1.2,-7.6,0.3,0.68,0.02,0,0,441.6,1000.96,29.44,0,0,"SG",1.72,TRUE,"Guard"
"willima01",2013,30,10,"UTA","NBA","PG",46,1418,-3,-4.4,1,0,0,0,0,1418,0,0,0,0,"PG",1,TRUE,"Guard"
"willima01",2014,31,11,"POR","NBA","PG",74,1834,1.3,-4.9,1,0,0,0,0,1834,0,0,0,0,"PG",1,TRUE,"Guard"
"willima01",2015,32,12,"TOT","NBA","PG",68,1980,-3.2,4.4,0.85,0.15,0,0,0,1683,297,0,0,0,"PG",1.15,TRUE,"Guard"
"willima01",2016,33,13,"CLE","NBA","PG",41,748,-4.4,-13.5,1,0,0,0,0,748,0,0,0,0,"PG",1,TRUE,"Guard"
"norrimo01",2001,27,1,"HOU","NBA","PG",82,1654,3.5,1.7,0.99,0.01,0,0,0,1637.46,16.54,0,0,0,"PG",1.01,TRUE,NA
