"bbref_id","season","blend","season_plus_1","season_plus_2","season_plus_3","season_plus_4","season_plus_5"
"nelsoja01",2014,0.226666666666667,-2.24,-3.28666666666667,-0.66,-4.84666666666667,NA
"smithjr01",2014,0.746666666666667,0.553333333333333,1.32666666666667,-1.3,-2.09333333333333,-2.89333333333333
"udrihbe01",2014,-1.82,-1.62666666666667,-1.00666666666667,NA,NA,NA
"fishede01",2014,0.326666666666667,NA,NA,NA,NA,NA
"kellyry01",2014,0.56,-2.74666666666667,-3.24,-1.62666666666667,NA,NA
"plumlma01",2014,-1.22666666666667,-0.14,2.55333333333333,1.52,0.233333333333333,2.00666666666667
"ricegl02",2014,-3.21333333333333,-5.17333333333333,NA,NA,NA,NA
"sivape01",2014,-5.06,NA,NA,NA,NA,NA
"hillso01",2014,-1.8,-1.46,0.0933333333333333,0.186666666666667,-2.91333333333333,-3.29333333333333
"murpher01",2014,-5.45333333333333,NA,NA,NA,NA,NA
"danietr01",2014,-1.06666666666667,-4.85333333333333,-1.88666666666667,-2.44666666666667,-3.94666666666667,-2.92666666666667
"stephdj01",2014,-7.43333333333333,-3.70666666666667,NA,NA,NA,NA
"olynyke01",2014,-0.72,3.03333333333333,2.28,0.566666666666667,3.19333333333333,1.74666666666667
"dellama01",2014,0.446666666666667,-1.26666666666667,-0.08,-2.82666666666667,-3.82,-3.11333333333333
"clarkia01",2014,-2.76666666666667,-2.96,-2.6,-3.75333333333333,-4.18,NA
"muscami01",2014,-4.92,1.11333333333333,-0.746666666666667,0.113333333333333,0.36,0.593333333333333
"daviebr01",2014,-2.07333333333333,-4.24666666666667,NA,NA,NA,NA
"mccolcj01",2014,-1.98666666666667,0.666666666666667,1.63333333333333,1.09333333333333,-0.0866666666666667,0.846666666666667
"canaais01",2014,-4.00666666666667,-2.62666666666667,-3.53333333333333,-3.88,-1.24,-3.50666666666667
"covinro01",2014,-2.02666666666667,1.46666666666667,1,2.83333333333333,4.46666666666667,2.58
"woltena01",2014,-1.10666666666667,-3.60666666666667,NA,NA,NA,NA
"oladivi01",2014,-0.64,-0.206666666666667,2.32666666666667,0.673333333333333,5.57333333333333,2.23333333333333
"hardati02",2014,-5.02666666666667,-3.90666666666667,-1.7,0.446666666666667,0.493333333333333,-1.66
"snellto01",2014,-4.75333333333333,-0.893333333333333,-1.9,-0.846666666666667,-1.96666666666667,-1.45333333333333
"frankja01",2014,-3.30666666666667,-3.57333333333333,NA,NA,NA,NA
"mccalra01",2014,-2.64666666666667,-3.52,NA,NA,NA,NA
"bullore01",2014,-3.38,-2.77333333333333,-1.60666666666667,-0.24,0.146666666666667,-1.89333333333333
"roberan03",2014,-0.913333333333333,1.43333333333333,0.513333333333333,0.826666666666667,1.68,NA
"pressph01",2014,-2.99333333333333,-3.32,NA,NA,NA,NA
"felixca01",2014,-2.95333333333333,NA,NA,NA,NA,NA
"crabbal01",2014,-2.55333333333333,-2.28666666666667,-1.83333333333333,-2.1,-0.586666666666667,-2.58666666666667
"dienggo01",2014,-2.13333333333333,0.34,2.51333333333333,2.41333333333333,-2.20666666666667,-0.866666666666667
"mclembe01",2014,-4.72666666666667,0.34,-2.41333333333333,-4.60666666666667,-4.12,-2.70666666666667
"zelleco01",2014,-1.93333333333333,3.03333333333333,1.63333333333333,2.93333333333333,0.16,0.78
"burketr01",2014,-1.65333333333333,-2.43333333333333,-2.75333333333333,-5.39333333333333,-0.366666666666667,-1.10666666666667
"dedmode01",2014,-3.7,-1.49333333333333,-0.646666666666667,2.10666666666667,0.573333333333333,1.46
"caldwke01",2014,-1.24666666666667,0.526666666666667,1.28,-0.1,0.706666666666667,-0.753333333333333
"anticpe01",2014,0.533333333333333,-0.00666666666666671,NA,NA,NA,NA
"datomlu01",2014,-2.82,-0.7,NA,NA,NA,NA
"porteot01",2014,-4.59333333333333,0.686666666666667,1.60666666666667,3.67333333333333,4.50666666666667,0.993333333333333
"lenal01",2014,-4.13333333333333,-0.826666666666667,-2.38,-2.12666666666667,-0.48,-0.233333333333333
"cartemi01",2014,-2.1,-1.74666666666667,-1.17333333333333,-1.93333333333333,-1.08,-2.02666666666667
"larkish01",2014,-3.25333333333333,-3.68666666666667,-2.64666666666667,-1.49333333333333,NA,NA
"garneke01",2014,1.91333333333333,0.533333333333333,1.53333333333333,NA,NA,NA
"ginobma01",2014,4.94666666666667,2.75333333333333,3.80666666666667,2.25333333333333,-0.973333333333333,NA
"bassbr01",2014,-1.68,-1.11333333333333,0.5,-2,NA,NA
"blatcan01",2014,-0.106666666666667,NA,NA,NA,NA,NA
"bogutan01",2014,2.84,3.47333333333333,3.64,0.12,0.0866666666666667,NA
"bynuman01",2014,-1.36,NA,NA,NA,NA,NA
"ellismo01",2014,0.933333333333333,1.24666666666667,0.486666666666667,-2.74,NA,NA
"feltora01",2014,0.293333333333333,-3.79333333333333,-1.44666666666667,-1.85333333333333,-1.97333333333333,-2.12666666666667
"fryech01",2014,3.76,-1.23333333333333,2.62,0.493333333333333,-0.146666666666667,-3.72666666666667
"garcifr01",2014,-1.44,-3.36666666666667,NA,NA,NA,NA
"gortama01",2014,3.08,2.24,1.61333333333333,0.0533333333333333,0.0533333333333333,-1.3
"grangda01",2014,0.34,-3.96,NA,NA,NA,NA
"greenge01",2014,-0.693333333333333,-2.82666666666667,-2.10666666666667,-3.39333333333333,-1.14666666666667,-2.17333333333333
"ilyaser01",2014,-1.28,-0.806666666666667,-1.48,0.98,0.646666666666667,0.613333333333333
"jackja01",2014,-2.9,-2.93333333333333,-1.30666666666667,-4.32666666666667,-1.72666666666667,NA
"johnsam01",2014,3.94,1.82,2.96666666666667,3.26666666666667,2.15333333333333,-1.44
"leeda02",2014,1.08,0.5,0.22,1.81333333333333,NA,NA
"mahinia01",2014,-0.686666666666667,-0.9,2.16,0.86,-0.593333333333333,-0.833333333333333
"maxieja01",2014,-2.18,-3.34666666666667,NA,NA,NA,NA
"milescj01",2014,0.966666666666667,0.953333333333333,-1.10666666666667,0.0666666666666667,-0.4,-2.74666666666667
"paulch01",2014,7.78666666666667,7.11333333333333,8.32666666666667,8.21333333333333,7.02666666666667,4.12666666666667
"robinna01",2014,0.00666666666666667,-4.20666666666667,NA,NA,NA,NA
"turiaro01",2014,-0.353333333333333,-3.31333333333333,NA,NA,NA,NA
"villach01",2014,-3.32666666666667,-2.63333333333333,-2.96666666666667,NA,NA,NA
"webstma02",2014,-0.626666666666667,-6.22666666666667,NA,NA,NA,NA
"willima02",2014,0.02,0.62,2.68,0.00666666666666667,1.58,0.42
"willide01",2014,2.53333333333333,1.30666666666667,0.16,-0.913333333333333,NA,NA
"willilo02",2014,-1.95333333333333,1.98,-1.1,1.58,0.74,0.0666666666666667
"caldejo01",2014,-0.693333333333333,-3.74666666666667,0.113333333333333,-3.40666666666667,-0.1,-4.79333333333333
"pricero01",2014,-3.18666666666667,-0.293333333333333,-0.113333333333333,-2.64666666666667,NA,NA
"randosh01",2014,-1.21333333333333,-3.64,NA,NA,NA,NA
"bynumwi01",2014,-4.66,NA,NA,NA,NA,NA
"hayesch01",2014,0.2,-0.3,NA,NA,NA,NA
"lucasjo02",2014,-5.08666666666667,-4.77333333333333,-3.14,NA,NA,NA
"nedovne01",2014,-6.61333333333333,NA,NA,NA,NA,NA
"karasse01",2014,-5.87333333333333,-0.64,-2.95333333333333,NA,NA,NA
"baynear01",2014,-1.50666666666667,-0.253333333333333,-0.726666666666667,-0.28,-0.2,0.486666666666667
"aldrila01",2014,3.51333333333333,2.80666666666667,2.03333333333333,0.973333333333333,3.19333333333333,1.52666666666667
"bargnan01",2014,-3.76,-4.76,NA,NA,NA,NA
"ledori01",2014,-3.73333333333333,-4.22,NA,NA,NA,NA
"adamsst01",2014,-2.33333333333333,-0.653333333333333,2.26666666666667,1.12,2.02666666666667,2.10666666666667
"goodwar01",2014,-5.2,-5.80666666666667,-5.71333333333333,NA,NA,NA
"bennean01",2014,-5.93333333333333,-6.26,-2.36666666666667,NA,NA,NA
"brownsh01",2014,-6.06,NA,NA,NA,NA,NA
"muhamsh01",2014,-5.32,-1.88666666666667,-5.06666666666667,-3.96666666666667,-4.68,NA
"farmajo01",2014,-2.36,-2.34,NA,NA,NA,NA
"foyera01",2014,-0.546666666666667,-3.28666666666667,-2.24666666666667,-4.04666666666667,NA,NA
"freeljo01",2014,-1.54666666666667,-0.826666666666667,NA,NA,NA,NA
"gayru01",2014,1.32,0.973333333333333,-0.02,1.4,0.28,1.85333333333333
"holliry01",2014,0.0933333333333333,-1.27333333333333,NA,NA,NA,NA
"lowryky01",2014,4.8,3.75333333333333,6.81333333333333,6.12,5.42,4.12666666666667
"millspa01",2014,2.43333333333333,4.79333333333333,5.26,3.95333333333333,1.29333333333333,3.66666666666667
"novakst01",2014,1,-3.64,NA,NA,NA,NA
"redicjj01",2014,0.606666666666667,1.16666666666667,0.473333333333333,-0.286666666666667,0.366666666666667,0.56
"rondora01",2014,-0.62,-2.30666666666667,0.533333333333333,-1.12666666666667,-1.01333333333333,-2.96
"sefolth01",2014,0.686666666666667,2.16666666666667,0.133333333333333,0.626666666666667,1.52,1.2
"goberru01",2014,-2.94,3.24666666666667,2.79333333333333,6.18,3.98,5.46
"antetgi01",2014,-1.36,0.746666666666667,1.54,5.34,4.75333333333333,7.95333333333333
"schrode01",2014,-8.3,-3.27333333333333,-0.0866666666666667,-1.86666666666667,-1.42666666666667,-2.1
"tuckepj01",2014,0.633333333333333,-0.0133333333333334,0.266666666666667,1.02666666666667,0.806666666666667,1.14666666666667
"favervi01",2014,-3.58,NA,NA,NA,NA,NA
"radulmi01",2014,-2.59333333333333,-5.08,NA,NA,NA,NA
"bareajo01",2014,-3.35333333333333,0.02,-2.8,-1.11333333333333,-0.52,-0.82
"harrial01",2014,-1.96,NA,NA,NA,NA,NA
"afflaar01",2014,-2.32666666666667,-2.55333333333333,-2.96666666666667,-4.02,-4.8,NA
"belinma01",2014,-1.54666666666667,-2.24666666666667,-4.64666666666667,-1.43333333333333,-1.57333333333333,-2.02
"breweco01",2014,1.32666666666667,-1.4,-2.05333333333333,-1.4,-2.45333333333333,-0.166666666666667
"brookaa01",2014,-2.59333333333333,-1.18666666666667,-2.62666666666667,-3.72,-3.7,NA
"chandwi01",2014,-0.193333333333333,-1.29333333333333,-1.12666666666667,-1.06,-1.80666666666667,NA
"conlemi01",2014,4.26666666666667,2.30666666666667,2.47333333333333,4.88,-1.20666666666667,3.22
"davisgl01",2014,-1.5,-1.92666666666667,NA,NA,NA,NA
"dudleja01",2014,-0.66,1.78,1.58,0.713333333333333,-0.686666666666667,-0.18
"duranke01",2014,7.21333333333333,4.83333333333333,6.95333333333333,6.49333333333333,4.27333333333333,4.71333333333333
"gasolma01",2014,3.36,4.00666666666667,1.07333333333333,3.12,1.53333333333333,3.27333333333333
"grayaa01",2014,-3.46,NA,NA,NA,NA,NA
"greenje02",2014,-2.30666666666667,-2.60666666666667,-1.56666666666667,-3.76,-0.473333333333333,-0.946666666666667
"hawessp01",2014,-1.06666666666667,-1.76,0.233333333333333,-2.16666666666667,NA,NA
"horfoal01",2014,1.93333333333333,2.69333333333333,3.34666666666667,2.24666666666667,3.92666666666667,4.54666666666667
"landrca01",2014,-3.19333333333333,-3.72666666666667,-0.466666666666667,NA,NA,NA
"mcrobjo01",2014,1.38,0.213333333333333,-0.526666666666667,-2.72,-4.64,NA
"noahjo01",2014,5.24666666666667,1.86,1.00666666666667,-0.00666666666666671,-0.193333333333333,1.27333333333333
"odengr01",2014,-4.04,NA,NA,NA,NA,NA
"sessira01",2014,-2.12,-3.17333333333333,-1.74,-3.56666666666667,-3.19333333333333,NA
"smithja02",2014,-1.40666666666667,-4.32,-1.64,-0.826666666666667,-4.3,-2.16666666666667
"splitti01",2014,2.98,3.29333333333333,0.566666666666667,-2.52,NA,NA
"stuckro01",2014,-2.37333333333333,-0.26,-1.90666666666667,-3.71333333333333,NA,NA
"wrighbr03",2014,1.99333333333333,0.98,-0.786666666666666,0.126666666666667,0.626666666666667,NA
"youngni01",2014,-1.30666666666667,-2.25333333333333,-5.15333333333333,0.2,-2.83333333333333,-3.54666666666667
"youngth01",2014,1.06666666666667,0.766666666666667,0.54,1.03333333333333,1.22666666666667,2.21333333333333
"anthojo01",2014,-1.89333333333333,1.04,0.753333333333333,-0.846666666666667,NA,NA
"shakumu01",2014,-11.6666666666667,NA,NA,NA,NA,NA
"tollian01",2014,1.49333333333333,1.1,-0.273333333333333,-0.826666666666667,0.966666666666667,-2.09333333333333
"watsocj01",2014,-0.353333333333333,0.746666666666667,-3.36666666666667,-3.23333333333333,NA,NA
"ajincal01",2014,-1.54666666666667,-0.00666666666666667,-2.25333333333333,-2.38666666666667,NA,NA
"anderry01",2014,0.746666666666667,-1.5,-0.466666666666667,0.74,-0.813333333333333,-3.66
"arthuda01",2014,-0.98,0.853333333333333,0.34,-0.573333333333333,-2.58666666666667,NA
"asikom01",2014,1.08666666666667,-1.02,-2.59333333333333,-1.72,-3.9,NA
"augusdj01",2014,-2.43333333333333,-3.5,-1.73333333333333,-4.68666666666667,-0.293333333333333,0.666666666666667
"batumni01",2014,1.72,1.28666666666667,1.48,1.03333333333333,0.133333333333333,0.226666666666667
"bayleje01",2014,-2.49333333333333,-2.79333333333333,-1.75333333333333,-4.53333333333333,-3.84666666666667,-5.3
"beaslmi01",2014,-4.98,-2.99333333333333,-2.81333333333333,-2.50666666666667,-1.47333333333333,-2.15333333333333
"chalmma01",2014,1.57333333333333,-1.13333333333333,-0.966666666666667,NA,NA,NA
"douglch01",2014,-0.306666666666667,-4,NA,NA,NA,NA
"dragigo01",2014,3.58666666666667,0.14,1.64666666666667,1.51333333333333,0.233333333333333,0.1
"gordoer01",2014,-2.33333333333333,-1.13333333333333,-0.466666666666667,0.22,0.993333333333333,-0.713333333333333
"hibbero01",2014,1.12,-0.34,-2.33333333333333,-0.633333333333333,NA,NA
"hicksjj01",2014,-3.72666666666667,-3.96666666666667,NA,NA,NA,NA
"hillge01",2014,2.46,4.38,1.14666666666667,3.7,0.1,1.09333333333333
"ibakase01",2014,3.60666666666667,2.57333333333333,0.56,0.246666666666667,0.373333333333333,-0.206666666666667
"jordade01",2014,3.74,4.34,4.08,4.4,1.08,1.9
"koufoko01",2014,0.366666666666667,-0.00666666666666671,-1.63333333333333,-0.6,-0.5,-2.69333333333333
"leeco01",2014,-0.06,-0.44,-0.493333333333333,-0.653333333333333,-0.853333333333333,-2.18
"lopezro01",2014,2.62,1.05333333333333,0.48,-1.26,-2.05333333333333,-1.38
"lopezbr01",2014,1.84,-0.333333333333333,2.2,1.8,0.36,3.61333333333333
"loveke01",2014,6.17333333333333,2.44,4.37333333333333,3.62,2.7,0.32
"mayooj01",2014,-3.3,-1.34666666666667,-1.76,NA,NA,NA
"mbahalu01",2014,-1.17333333333333,-1.96,-1.1,0.74,0.613333333333333,-2.17333333333333
"mcgeeja01",2014,-4.40666666666667,-4.04666666666667,-2.34,0.893333333333333,0.66,-0.746666666666667
"pekovni01",2014,2.4,-1.12666666666667,-4.00666666666667,NA,NA,NA
"randoan01",2014,-3.86,NA,NA,NA,NA,NA
"rosede01",2014,-0.526666666666666,0.16,-3.94666666666667,-2.13333333333333,-4.99333333333333,-1.10666666666667
"rushbr01",2014,-3.95333333333333,-6.97333333333333,-2.70666666666667,-3.27333333333333,NA,NA
"speigma01",2014,-5.34666666666667,-1.83333333333333,-2.12666666666667,1.14,-0.226666666666667,NA
"thompja02",2014,0.333333333333333,-1.77333333333333,NA,NA,NA,NA
"westbru01",2014,5.5,8.38666666666667,8.56666666666667,9.38,6.17333333333333,3.82666666666667
"whitedj01",2014,-5.69333333333333,NA,NA,NA,NA,NA
"morroan01",2014,-1.78,2.04,-2.62666666666667,-2.84666666666667,NA,NA
"casspom01",2014,-1.80666666666667,-1.60666666666667,0.54,-2.53333333333333,-0.293333333333333,-0.406666666666667
"shvedal01",2014,-1.5,-1.38666666666667,NA,NA,NA,NA
"martica01",2014,-2.79333333333333,-3.66,NA,NA,NA,NA
"beverpa01",2014,3.68,-0.78,1.95333333333333,2.42,-0.446666666666667,2.55333333333333
"blairde01",2014,-1.06,-5.30666666666667,NA,NA,NA,NA
"budinch01",2014,-1.28666666666667,-3.3,-1.71333333333333,NA,NA,NA
"calatni01",2014,-0.766666666666667,1.14666666666667,NA,NA,NA,NA
"carrode01",2014,2.84,1.24,0.126666666666667,0.886666666666666,1.16666666666667,-1
"clavevi01",2014,-2.41333333333333,-1.79333333333333,NA,NA,NA,NA
"collida01",2014,-0.813333333333333,1.69333333333333,-0.626666666666667,-0.773333333333333,2.22666666666667,1.04
"cunnida01",2014,-0.793333333333333,-1.08666666666667,-2.48666666666667,-0.786666666666667,-1.65333333333333,-2.14
"curryst01",2014,6.62666666666667,9.52666666666667,9.84,7.37333333333333,7.3,6.70666666666667
"dayeau01",2014,-2.60666666666667,-3.74,NA,NA,NA,NA
"decolna01",2014,-2.34666666666667,NA,NA,NA,NA,NA
"derozde01",2014,0.12,-0.653333333333333,0.373333333333333,0.413333333333333,1.70666666666667,0.493333333333333
"douglto01",2014,-1.75333333333333,-1.46,NA,NA,NA,NA
"ellinwa01",2014,-1.52,-1.10666666666667,-3.81333333333333,0.373333333333333,-0.253333333333333,-0.6
"evansty01",2014,-1.70666666666667,2.73333333333333,1.33333333333333,-1.3,3.50666666666667,-1.79333333333333
"gibsota01",2014,2.43333333333333,-0.686666666666667,1.27333333333333,-0.526666666666667,0.506666666666667,0.246666666666667
"greenda02",2014,3.44,5.27333333333333,3.06666666666667,1.64,0.4,4.29333333333333
"griffbl01",2014,4.63333333333333,3.6,2.48,3.98666666666667,2.34,3.46666666666667
"hansbty01",2014,-2.52666666666667,1.47333333333333,-1.58,NA,NA,NA
"hardeja01",2014,3.98666666666667,8.46666666666667,5.16,6.57333333333333,8.10666666666667,8.84
"hendege02",2014,-2.31333333333333,-0.26,-3.24,-3.65333333333333,NA,NA
"hilljo01",2014,-2.42666666666667,-3.78,-0.36,-5.06666666666667,NA,NA
"holidjr01",2014,1.84,2.91333333333333,1.65333333333333,1.78,3.18666666666667,4.00666666666667
"jennibr01",2014,-2.82,1.42,-1.34,-1.83333333333333,-3.31333333333333,NA
"jerebjo01",2014,-2.02666666666667,2.03333333333333,-0.893333333333333,-1.38666666666667,0.153333333333333,-0.126666666666667
"johnsja01",2014,0.446666666666667,2.22666666666667,-1.27333333333333,2.50666666666667,1.48,-1.46666666666667
"lawsoty01",2014,2.76666666666667,1.23333333333333,-4.66666666666667,-0.913333333333333,NA,NA
"meeksjo01",2014,-0.04,-2.52666666666667,-2.38666666666667,-1.7,-2.86,-1.13333333333333
"millspa02",2014,3.76666666666667,0.406666666666667,1.66666666666667,1.28,-0.626666666666667,-0.0733333333333333
"mulleby01",2014,-6.5,NA,NA,NA,NA,NA
"pendeje02",2014,-0.0466666666666667,-2.58,NA,NA,NA,NA
"priceaj01",2014,-2.06,-3.34666666666667,NA,NA,NA,NA
"rubiori01",2014,3.1,1.64,3.39333333333333,1.92666666666667,2.16,0.893333333333333
"teaguje01",2014,-1.07333333333333,1.84666666666667,-0.36,1.72666666666667,0.526666666666667,-1.32666666666667
"thabeha01",2014,-2.70666666666667,NA,NA,NA,NA,NA
"thornma01",2014,-2.06,-2.87333333333333,-1.44666666666667,-4.36666666666667,NA,NA
"templga01",2014,-2.31333333333333,-0.58,-0.566666666666667,-0.3,-1.88666666666667,-0.766666666666667
"chrisdi01",2014,-3.05333333333333,NA,NA,NA,NA,NA
"matthwe02",2014,0.92,3.73333333333333,0.566666666666667,0.166666666666667,-1.66,-0.873333333333333
"veselja01",2014,-2.7,NA,NA,NA,NA,NA
"prigipa01",2014,1.89333333333333,-0.646666666666667,-0.486666666666667,NA,NA,NA
"mekelga01",2014,-5.91333333333333,-7.19333333333333,NA,NA,NA,NA
"geeal01",2014,-3.95333333333333,-2.78666666666667,-1.68666666666667,-2.65333333333333,NA,NA
"stiemgr01",2014,-1.22,-1.82666666666667,NA,NA,NA,NA
"walljo01",2014,2.34666666666667,4.03333333333333,2.88,2.87333333333333,1.28,-1.11333333333333
"bledser01",2014,3.68666666666667,3.17333333333333,2.06666666666667,2.22666666666667,2.4,3.62
"turneev01",2014,-3.09333333333333,-1.24666666666667,-1.30666666666667,-2.79333333333333,-2.7,-2.29333333333333
"bradlav01",2014,0.486666666666667,-0.793333333333333,0.12,-1.60666666666667,-3.20666666666667,-3.18666666666667
"henryxa01",2014,-2.46,-3.64666666666667,NA,NA,NA,NA
"anderja01",2014,-2.22,-3.96666666666667,NA,NA,NA,NA
"crawfjo02",2014,-2.42,-1.24,NA,NA,NA,NA
"stephla01",2014,1.46,-4.38,-2.34,-2.88666666666667,-2.04,NA
"johnswe01",2014,-2.84666666666667,-1.03333333333333,0.786666666666667,-1.38,-0.413333333333333,-4.26
"aminual01",2014,0.606666666666667,2.58,1.22,0.48,1.7,1.42666666666667
"haywago01",2014,0.72,4.12666666666667,2.76666666666667,3.44,-4.98,0.446666666666667
"babbilu01",2014,-1.01333333333333,-2.80666666666667,-2.37333333333333,-0.233333333333333,-2.10666666666667,NA
"georgpa01",2014,3.39333333333333,-2.06,4.78666666666667,2.65333333333333,2.76666666666667,6.87333333333333
"jamesda01",2014,-2.96666666666667,NA,NA,NA,NA,NA
"pondequ01",2014,-1.37333333333333,-1.32666666666667,-4.7,-1.39333333333333,NA,NA
